person1&ImgN,person2&ImgN,distance,Retina on person1,Retina on person2,LightCNN on person1,LightCNN on person2
Bill_Maher&1,Juliette_Binoche&1,[0.6118505]
Bill_Nelson&1,Kim_Jong-Il&3,[0.844949]
Bill_Nelson&2,Gillian_Anderson&1,[0.702658]
Bill_Stapleton&1,Sedigh_Barmak&1,[0.67196286]
Bill_Stapleton&1,Valerie_Harper&1,[0.5485769]
Billy_Bob_Thornton&1,Herb_Dhaliwal&1,[0.7409084]
Billy_Bob_Thornton&1,Nong_Duc_Manh&1,[0.82395965]
Bob_Alper&1,Kevin_Millwood&1,[0.76520324]
Bob_Graham&2,Dwayne_Wade&1,[0.75343835]
Bob_Petrino&1,Geraldine_Chaplin&4,[0.7454355]
Bob_Petrino&1,Jorge_Castaneda&1,[0.59217125]
Boris_Becker&4,Julianna_Margulies&2,[0.6946043]
Brad_Russ&1,Hana_Urushima&1,[0.67270267]
Brad_Russ&1,Romeo_Gigli&1,[0.8571427]
Brawley_King&1,Tom_Glavine&2,[0.9502678]
Brian_Griese&2,Jeffrey_Archer&2,[0.8654077]
Brian_Griese&2,Laura_Elena_Harring&1,[0.8209491]
Brian_Griese&2,Nicolas_Lapentti&2,[0.8513771]
Bryan_Adams&1,Michael_Kors&1,[0.892475]
Bryan_Adams&1,Mohamed_Seineldin&1,[0.738883]
Calbert_Cheaney&1,Ian_Smith&1,[0.76636106]
Calbert_Cheaney&1,Robert_Downey_Jr&1,[0.8898436]
Carl_Reiner&1,Hamid_Efendi&1,[0.78719735]
Carl_Reiner&2,John_Engler&1,[0.83877176]
Carl_Reiner&2,Prince_Rainier_III&1,[0.75901824]
Carl_Reiner&2,Tom_Glavine&2,[0.7930497]
Carlo_Azeglio_Ciampi&1,Francis_Ford_Coppola&1,[0.7613017]
Carlos_Arroyo&1,Shane_Phillips&1,[0.7435944]
Carlos_Paternina&1,Emily_Stevens&1,[0.948342]
Carlos_Paternina&1,Paul_Sarbanes&1,[0.78894734]
Casey_Mears&1,Mike_Davis&1,[0.6636471]
Casey_Mears&1,Yukiko_Okudo&1,[0.83237815]
Cathy_Freeman&2,William_Martin&2,[0.7850815]
Cecilia_Cheung&1,Daryl_Parks&1,[0.9127602]
Cecilia_Cheung&1,Pascal_Affi_Nguessan&1,[0.55152076]
Chen_Tsai-chin&1,Dereck_Whittenburg&1,[0.767369]
Chen_Tsai-chin&1,Mamdouh_Habib&1,[0.95524144]
Cho_Myung-kyun&1,David_Bell&1,[0.64376736]
Cho_Myung-kyun&1,Fernando_Sanz&1,[0.77248126]
Cho_Myung-kyun&1,Georgia_Giddings&1,[0.8638933]
Cho_Myung-kyun&1,Richard_Fine&1,[0.9025685]
Choi_Yun-yong&1,Chuck_Eidson&1,[0.807956]
Chris_Dodd&1,Taylor_Twellman&1,[0.79439646]
Chris_Swecker&1,Tom_Vilsack&1,[0.55774724]
Christian_Lacroix&1,Laura_Elena_Harring&1,[0.8585094]
Christian_Lacroix&1,Ornella_Muti&1,[0.81206965]
Chuck_Eidson&1,Sigourney_Weaver&1,[0.69726306]
Clare_Short&4,Don_Carcieri&1,[0.8265487]
Coco_dEste&1,Darvis_Patton&1,[0.9023552]
Coco_dEste&1,Melina_Kanakaredes&1,[0.6911981]
Coco_dEste&1,Tom_Rouen&1,[0.83462614]
Coleen_Rowley&1,Nong_Duc_Manh&1,[0.8867685]
Corinne_Coman&2,Frank_Beamer&1,[0.8224082]
Dale_Earnhardt_Jr&1,Nick_Reilly&1,[0.84169006]
Dario_Franchitti&1,Henry_Castellanos&1,[0.8599895]
Darren_Campel&1,Hilary_McKay&1,[0.82050997]
Darvis_Patton&1,Gerard_Tronche&1,[0.85285926]
Darvis_Patton&1,William_Macy&4,[1.0245336]
Daryl_Parks&1,Guus_Hiddink&1,[0.83620036]
Daryl_Sabara&1,Nick_Reilly&1,[0.84669495]
Daryl_Sabara&1,Valentina_Tereshkova&1,[0.8328923]
Dave_Johnson&1,Howard_Stern&1,[0.80566144]
Dave_Tucker&1,Gary_Gitnick&1,[0.8274812]
David_Collenette&1,Salman_Khan&1,[0.7725649]
David_Westerfield&1,Stan_Kroenke&1,[0.8357268]
Dean_Jacek&1,Larry_Wilmore&1,[0.76876885]
Demi_Moore&2,Fred_Thompson&1,[0.77554286]
Demi_Moore&2,Linus_Roache&1,[0.68146944]
Dereck_Whittenburg&1,Lindsey_Graham&2,[0.80478936]
Dianne_Reeves&1,Larry_Wilmore&1,[0.6724372]
Dianne_Reeves&1,Romeo_Gigli&1,[0.9210698]
Don_Carcieri&1,Janica_Kostelic&1,[0.8099698]
Dora_Bakoyianni&1,Richard_Sambrook&2,[1.0038639]
Dora_Bakoyianni&1,Saeb_Erekat&2,[0.9754337]
Doris_Roberts&1,Nong_Duc_Manh&1,[0.96690625]
Doug_Wilson&1,Szu_Yu_Chen&1,[0.6005058]
Douglas_Gansler&1,Martin_Brooke&1,[0.5958971]
Douglas_Gansler&1,Ronald_Kadish&1,[0.72416043]
Dwayne_Wade&1,Mike_Farrar&1,[0.89191735]
Edward_Arsenault&1,Jim_Hardin&1,[0.7474561]
Einars_Repse&1,Minnie_Mendoza&1,[0.7507605]
Einars_Repse&1,Tim_Blake_Nelson&1,[0.62499505]
