person1&ImgN,person2&ImgN,distance,Retina on person1,Retina on person2,LightCNN on person1,LightCNN on person2
Carlos_Paternina&1,Emily_Stevens&1,[0.7400261]
Carlos_Paternina&1,Paul_Sarbanes&1,[0.55514395]
Casey_Mears&1,Mike_Davis&1,[0.57708675]
Casey_Mears&1,Yukiko_Okudo&1,[0.6571056]
Cathy_Freeman&2,William_Martin&2,[0.67698705]
Cecilia_Cheung&1,Daryl_Parks&1,[0.77527267]
Cecilia_Cheung&1,Pascal_Affi_Nguessan&1,[0.7244322]
Chen_Tsai-chin&1,Dereck_Whittenburg&1,[0.54842776]
Chen_Tsai-chin&1,Mamdouh_Habib&1,[0.5824007]
Cho_Myung-kyun&1,David_Bell&1,[0.5607213]
Cho_Myung-kyun&1,Fernando_Sanz&1,[0.5866208]
Cho_Myung-kyun&1,Georgia_Giddings&1,[0.50594676]
Cho_Myung-kyun&1,Richard_Fine&1,[0.61948204]
Choi_Yun-yong&1,Chuck_Eidson&1,[0.63774174]
Chris_Dodd&1,Taylor_Twellman&1,[0.72261137]
Chris_Swecker&1,Tom_Vilsack&1,[0.5546067]
Christian_Lacroix&1,Laura_Elena_Harring&1,[0.53697896]
Christian_Lacroix&1,Ornella_Muti&1,[0.56636155]
Chuck_Eidson&1,Sigourney_Weaver&1,[0.7541489]
Clare_Short&4,Don_Carcieri&1,[0.581032]
Coco_dEste&1,Darvis_Patton&1,[0.83389795]
Coco_dEste&1,Melina_Kanakaredes&1,[0.58646333]
Coco_dEste&1,Tom_Rouen&1,[0.74030125]
Coleen_Rowley&1,Nong_Duc_Manh&1,[0.52290237]
Corinne_Coman&2,Frank_Beamer&1,[0.65976584]
Dale_Earnhardt_Jr&1,Nick_Reilly&1,[0.5766094]
Dario_Franchitti&1,Henry_Castellanos&1,[0.54169333]
Darren_Campel&1,Hilary_McKay&1,[0.76039875]
Darvis_Patton&1,Gerard_Tronche&1,[0.6529366]
Darvis_Patton&1,William_Macy&4,[0.7168734]
Daryl_Parks&1,Guus_Hiddink&1,[0.5879974]
Daryl_Sabara&1,Nick_Reilly&1,[0.6947985]
Daryl_Sabara&1,Valentina_Tereshkova&1,[0.6795114]
Dave_Johnson&1,Howard_Stern&1,[0.63411427]
Dave_Tucker&1,Gary_Gitnick&1,[0.542749]
David_Collenette&1,Salman_Khan&1,[0.7400476]
David_Westerfield&1,Stan_Kroenke&1,[0.59452105]
Dean_Jacek&1,Larry_Wilmore&1,[0.63085747]
Demi_Moore&2,Fred_Thompson&1,[0.75956875]
Demi_Moore&2,Linus_Roache&1,[0.64184797]
Dereck_Whittenburg&1,Lindsey_Graham&2,[0.6219555]
Dianne_Reeves&1,Larry_Wilmore&1,[0.63163435]
Dianne_Reeves&1,Romeo_Gigli&1,[0.6632604]
Don_Carcieri&1,Janica_Kostelic&1,[0.5255218]
Dora_Bakoyianni&1,Richard_Sambrook&2,[0.6296952]
Dora_Bakoyianni&1,Saeb_Erekat&2,[0.59582424]
Doris_Roberts&1,Nong_Duc_Manh&1,[0.66738063]
Doug_Wilson&1,Szu_Yu_Chen&1,[0.45984483]
Douglas_Gansler&1,Martin_Brooke&1,[0.5262569]
Douglas_Gansler&1,Ronald_Kadish&1,[0.59680915]
Dwayne_Wade&1,Mike_Farrar&1,[0.65713376]
Edward_Arsenault&1,Jim_Hardin&1,[0.530154]
Einars_Repse&1,Minnie_Mendoza&1,[0.720438]
