person1&ImgN,person2&ImgN,distance,Retina on person1,Retina on person2,LightCNN on person1,LightCNN on person2
Charles_Grassley&1,Charles_Grassley&2,[0.49968982]
Clare_Short&1,Clare_Short&3,[0.37087208]
Clare_Short&1,Clare_Short&4,[0.4414358]
Corinne_Coman&1,Corinne_Coman&2,[0.39733994]
Dai_Bachtiar&1,Dai_Bachtiar&2,[0.31602174]
Dale_Earnhardt_Jr&1,Dale_Earnhardt_Jr&3,[0.6047657]
David_Caruso&1,David_Caruso&2,[0.36888433]
Demi_Moore&1,Demi_Moore&3,[0.39255202]
Dick_Vermeil&1,Dick_Vermeil&2,[0.42094207]
Doris_Roberts&1,Doris_Roberts&2,[0.484375]
Doris_Roberts&1,Doris_Roberts&3,[0.2646278]
Drew_Barrymore&1,Drew_Barrymore&2,[0.7174643]
Edmund_Stoiber&4,Edmund_Stoiber&7,[0.41128647]
Edmund_Stoiber&5,Edmund_Stoiber&7,[0.5413499]
Edmund_Stoiber&7,Edmund_Stoiber&12,[0.52364534]
Edmund_Stoiber&9,Edmund_Stoiber&11,[0.7176785]
Elinor_Caplan&1,Elinor_Caplan&2,[0.4390347]
Emmanuelle_Beart&1,Emmanuelle_Beart&2,[0.40217435]
Emmanuelle_Beart&1,Emmanuelle_Beart&3,[0.26642048]
Federico_Trillo&1,Federico_Trillo&2,[0.64849913]
Federico_Trillo&1,Federico_Trillo&3,[0.63739187]
Federico_Trillo&2,Federico_Trillo&3,[0.41006792]
Francis_Ford_Coppola&1,Francis_Ford_Coppola&2,[0.63437784]
Fred_Thompson&1,Fred_Thompson&2,[0.49603927]
Fred_Thompson&1,Fred_Thompson&3,[0.6307247]
Fred_Thompson&2,Fred_Thompson&3,[0.569669]
Garry_Trudeau&1,Garry_Trudeau&2,[0.48762542]
Gary_Williams&1,Gary_Williams&2,[0.4482237]
Gene_Robinson&1,Gene_Robinson&2,[0.48295367]
Gene_Robinson&1,Gene_Robinson&3,[0.37147915]
Gene_Robinson&2,Gene_Robinson&3,[0.52948004]
George_Galloway&1,George_Galloway&3,[0.544417]
George_Galloway&2,George_Galloway&3,[0.27511752]
George_Galloway&2,George_Galloway&4,[0.6390469]
Geraldine_Chaplin&1,Geraldine_Chaplin&2,[0.4472627]
Geraldine_Chaplin&1,Geraldine_Chaplin&4,[0.53565735]
Geraldine_Chaplin&3,Geraldine_Chaplin&4,[0.23608375]
Gerardo_Gambala&1,Gerardo_Gambala&2,[0.36443603]
Gian_Marco&1,Gian_Marco&2,[0.42612946]
Gian_Marco&2,Gian_Marco&3,[0.53811204]
Gillian_Anderson&1,Gillian_Anderson&2,[0.39727068]
Gordon_Brown&6,Gordon_Brown&9,[0.48726654]
Gordon_Brown&10,Gordon_Brown&13,[0.6393671]
Grant_Hackett&1,Grant_Hackett&2,[0.34590203]
Grant_Hackett&1,Grant_Hackett&3,[0.40792608]
Grant_Hackett&1,Grant_Hackett&5,[0.45312095]
Gray_Davis&7,Gray_Davis&22,[0.4208604]
Gray_Davis&21,Gray_Davis&26,[0.29692256]
Gregg_Popovich&1,Gregg_Popovich&5,[0.47483194]
Gregg_Popovich&3,Gregg_Popovich&4,[0.5333577]
Guy_Ritchie&1,Guy_Ritchie&2,[0.6066309]
Hamzah_Haz&1,Hamzah_Haz&2,[0.50326747]
Harbhajan_Singh&1,Harbhajan_Singh&2,[0.5468159]
Hootie_Johnson&1,Hootie_Johnson&2,[0.6910549]
Hugo_Chavez&2,Hugo_Chavez&27,[0.5541315]
Hugo_Chavez&27,Hugo_Chavez&53,[0.47028542]
Hugo_Chavez&36,Hugo_Chavez&51,[0.3597927]
Hugo_Chavez&41,Hugo_Chavez&50,[0.33831155]
Hugo_Chavez&45,Hugo_Chavez&56,[0.44283444]
Isaiah_Washington&1,Isaiah_Washington&2,[0.66928554]
Jack_Grubman&1,Jack_Grubman&2,[0.35434705]
Jacques_Rogge&1,Jacques_Rogge&9,[0.42013592]
Jacques_Rogge&3,Jacques_Rogge&7,[0.41972792]
Jacques_Rogge&3,Jacques_Rogge&10,[0.3052814]
Jacques_Rogge&4,Jacques_Rogge&6,[0.3807026]
Jacques_Rogge&4,Jacques_Rogge&9,[0.4517448]
Jacques_Rogge&5,Jacques_Rogge&8,[0.49505514]
Jacques_Rogge&6,Jacques_Rogge&8,[0.44822347]
James_Caan&1,James_Caan&2,[0.36976737]
James_Caan&1,James_Caan&3,[0.42718077]
James_Caan&2,James_Caan&3,[0.43599868]
James_Jones&1,James_Jones&2,[0.53745055]
Jamling_Norgay&1,Jamling_Norgay&2,[0.36668527]
Janica_Kostelic&1,Janica_Kostelic&2,[0.63170016]
Jeanne_Moreau&1,Jeanne_Moreau&2,[0.38763964]
Jeffrey_Archer&1,Jeffrey_Archer&2,[0.41869414]
Jennifer_Garner&1,Jennifer_Garner&3,[0.5560931]
Jennifer_Garner&4,Jennifer_Garner&9,[0.48257864]
Jennifer_Garner&5,Jennifer_Garner&6,[0.41616106]
Jennifer_Garner&5,Jennifer_Garner&9,[0.2886635]
Jennifer_Garner&7,Jennifer_Garner&12,[0.50897]
Jennifer_Garner&8,Jennifer_Garner&11,[0.5587363]
Jeremy_Greenstock&2,Jeremy_Greenstock&24,[0.37326002]
Jeremy_Greenstock&3,Jeremy_Greenstock&22,[0.6044361]
Jeremy_Greenstock&5,Jeremy_Greenstock&11,[0.49903494]
Jeremy_Greenstock&10,Jeremy_Greenstock&14,[0.45346236]
Jeremy_Greenstock&17,Jeremy_Greenstock&21,[0.49482948]
Jessica_Lange&1,Jessica_Lange&2,[0.45240486]
Jimmy_Carter&1,Jimmy_Carter&7,[0.43023074]
Jimmy_Carter&4,Jimmy_Carter&6,[0.36393982]
Jimmy_Carter&5,Jimmy_Carter&8,[0.4028033]
Jimmy_Carter&6,Jimmy_Carter&7,[0.44202435]
Jodie_Foster&1,Jodie_Foster&2,[0.40420806]
John_Manley&1,John_Manley&6,[0.59880567]
John_Manley&2,John_Manley&5,[0.42215168]
John_McCain&2,John_McCain&3,[0.5232359]
John_McCain&3,John_McCain&7,[0.40781265]
John_McCain&6,John_McCain&7,[0.50222075]
John_Snow&3,John_Snow&15,[0.41368443]
John_Snow&4,John_Snow&16,[0.4362005]
John_Snow&9,John_Snow&11,[0.40931618]
Johnson_Panjaitan&1,Johnson_Panjaitan&2,[0.20623446]
Jorge_Castaneda&1,Jorge_Castaneda&2,[0.46105564]
Jose_Serra&1,Jose_Serra&9,[0.46476328]
Jose_Serra&2,Jose_Serra&8,[0.41939628]
Jose_Serra&3,Jose_Serra&5,[0.68408847]
Jose_Serra&3,Jose_Serra&7,[0.38544273]
Jose_Serra&6,Jose_Serra&9,[0.53869104]
Jose_Theodore&1,Jose_Theodore&2,[0.50681484]
Joseph_Blatter&1,Joseph_Blatter&2,[0.6244002]
Joseph_Ralston&1,Joseph_Ralston&2,[0.48436528]
Juan_Pablo_Montoya&1,Juan_Pablo_Montoya&8,[0.61505777]
Juan_Pablo_Montoya&2,Juan_Pablo_Montoya&4,[0.37213063]
Juan_Pablo_Montoya&4,Juan_Pablo_Montoya&5,[0.68431705]
Julianna_Margulies&1,Julianna_Margulies&2,[0.3740667]
Justin_Guarini&1,Justin_Guarini&2,[0.593698]
Justin_Guarini&2,Justin_Guarini&3,[0.27488482]
Justine_Henin&2,Justine_Henin&3,[0.4327681]
Kate_Winslet&1,Kate_Winslet&2,[0.6081488]
Kate_Winslet&1,Kate_Winslet&4,[0.48479646]
Kate_Winslet&2,Kate_Winslet&3,[0.53715754]
Kate_Winslet&2,Kate_Winslet&4,[0.628111]
Kathy_Winters&1,Kathy_Winters&2,[0.11139941]
Kelvin_Sampson&1,Kelvin_Sampson&2,[0.38561535]
Kevin_Stallings&1,Kevin_Stallings&2,[0.36529303]
Kim_Jong-Il&2,Kim_Jong-Il&3,[0.21045661]
Kristin_Davis&1,Kristin_Davis&2,[0.22578585]
Kristin_Davis&2,Kristin_Davis&3,[0.27632195]
Lance_Armstrong&1,Lance_Armstrong&17,[0.44861412]
Lance_Armstrong&5,Lance_Armstrong&10,[0.75983876]
Lance_Armstrong&7,Lance_Armstrong&11,[0.4706456]
Lance_Armstrong&10,Lance_Armstrong&18,[0.56382966]
Lance_Armstrong&14,Lance_Armstrong&17,[0.7161134]
Laurent_Jalabert&1,Laurent_Jalabert&2,[0.5317133]
Lindsey_Graham&1,Lindsey_Graham&2,[0.5025861]
Lisa_Gottsegen&1,Lisa_Gottsegen&2,[0.2564124]
Lleyton_Hewitt&1,Lleyton_Hewitt&13,[0.35888565]
Lleyton_Hewitt&16,Lleyton_Hewitt&27,[0.2704023]
Lleyton_Hewitt&18,Lleyton_Hewitt&37,[0.4531415]
Lleyton_Hewitt&24,Lleyton_Hewitt&36,[0.46061563]
Luis_Ernesto_Derbez_Bautista&3,Luis_Ernesto_Derbez_Bautista&6,[0.5202568]
Mario_Dumont&1,Mario_Dumont&2,[0.56109107]
Mark_Wahlberg&1,Mark_Wahlberg&3,[0.7135975]
Mark_Wahlberg&2,Mark_Wahlberg&3,[0.56453425]
Mark_Wahlberg&2,Mark_Wahlberg&4,[0.39319968]
Marlene_Weingartner&1,Marlene_Weingartner&2,[0.753453]
Martha_Bowen&1,Martha_Bowen&2,[0.39777255]
Martin_Cauchon&1,Martin_Cauchon&2,[0.3614874]
Martin_Hoellwarth&1,Martin_Hoellwarth&2,[0.5518651]
Martin_Sheen&1,Martin_Sheen&2,[0.39083385]
Matthew_Broderick&1,Matthew_Broderick&4,[0.5649129]
Matthew_Broderick&2,Matthew_Broderick&3,[0.53111476]
Mike_Krzyzewski&1,Mike_Krzyzewski&6,[0.43311357]
Mikhail_Gorbachev&1,Mikhail_Gorbachev&2,[0.37442434]
Monica_Bellucci&1,Monica_Bellucci&4,[0.41103262]
Monica_Bellucci&2,Monica_Bellucci&4,[0.54635364]
Naomi_Campbell&1,Naomi_Campbell&2,[0.29990208]
Nestor_Kirchner&3,Nestor_Kirchner&30,[0.429785]
Nestor_Kirchner&12,Nestor_Kirchner&21,[0.52373445]
Nestor_Kirchner&17,Nestor_Kirchner&25,[0.4194758]
Nicolas_Lapentti&1,Nicolas_Lapentti&2,[0.33962446]
Noah_Wyle&2,Noah_Wyle&3,[0.4076413]
Nora_Bendijo&1,Nora_Bendijo&2,[0.64397687]
Nursultan_Nazarbayev&1,Nursultan_Nazarbayev&2,[0.5585576]
Pamela_Anderson&1,Pamela_Anderson&2,[0.2849697]
Pamela_Anderson&1,Pamela_Anderson&5,[0.599119]
Patricia_Heaton&1,Patricia_Heaton&2,[0.3502069]
Patty_Schnyder&1,Patty_Schnyder&2,[0.4108684]
Patty_Schnyder&2,Patty_Schnyder&3,[0.29212677]
Patty_Schnyder&2,Patty_Schnyder&4,[0.28793627]
Patty_Schnyder&3,Patty_Schnyder&4,[0.32760745]
Paul_Bremer&6,Paul_Bremer&17,[0.4691695]
Paul_Bremer&7,Paul_Bremer&10,[0.22971839]
Paul_Bremer&9,Paul_Bremer&15,[0.35620785]
Paul_Bremer&14,Paul_Bremer&16,[0.36855936]
Paul_Sarbanes&1,Paul_Sarbanes&3,[0.5856725]
Paul_Sarbanes&2,Paul_Sarbanes&3,[0.31185716]
Paul_William_Hurley&1,Paul_William_Hurley&2,[0.40605664]
Pervez_Musharraf&1,Pervez_Musharraf&6,[0.5122745]
Pervez_Musharraf&2,Pervez_Musharraf&16,[0.3871796]
Pervez_Musharraf&3,Pervez_Musharraf&10,[0.38785303]
Pervez_Musharraf&4,Pervez_Musharraf&14,[0.4111483]
Pervez_Musharraf&5,Pervez_Musharraf&7,[0.67509305]
Pervez_Musharraf&5,Pervez_Musharraf&15,[0.6611115]
Phil_Gramm&1,Phil_Gramm&2,[0.63042736]
Prince_Edward&1,Prince_Edward&2,[0.61685455]
Ricardo_Lagos&3,Ricardo_Lagos&12,[0.3577087]
Ricardo_Lagos&23,Ricardo_Lagos&27,[0.40906852]
Ricardo_Monasterio&1,Ricardo_Monasterio&2,[0.3781681]
Rich_Gannon&1,Rich_Gannon&2,[0.4578712]
Rick_Perry&1,Rick_Perry&4,[0.57933223]
Rick_Perry&1,Rick_Perry&5,[0.5754901]
Rick_Perry&2,Rick_Perry&4,[0.46085477]
Rick_Perry&3,Rick_Perry&4,[0.32125384]
Robert_Bonner&2,Robert_Bonner&3,[0.43030322]
Robert_Evans&2,Robert_Evans&3,[0.50049794]
Robert_Fico&1,Robert_Fico&2,[0.39489365]
Romano_Prodi&3,Romano_Prodi&5,[0.6921564]
Roy_Moore&2,Roy_Moore&5,[0.46639162]
Roy_Moore&3,Roy_Moore&6,[0.742978]
Sachiko_Yamada&1,Sachiko_Yamada&2,[0.25073546]
Sachiko_Yamada&1,Sachiko_Yamada&4,[0.4461578]
Sachiko_Yamada&2,Sachiko_Yamada&3,[0.22939587]
Sachiko_Yamada&2,Sachiko_Yamada&4,[0.37002993]
Saeb_Erekat&1,Saeb_Erekat&2,[0.56324494]
Sam_Bith&1,Sam_Bith&2,[0.3298719]
Sam_Bith&1,Sam_Bith&3,[0.5865289]
Sam_Bith&2,Sam_Bith&3,[0.62298626]
Sean_Hayes&1,Sean_Hayes&2,[0.30664456]
Sergio_Garcia&1,Sergio_Garcia&2,[0.39925957]
Silvia_Farina_Elia&1,Silvia_Farina_Elia&2,[0.4571678]
Steve_Ballmer&1,Steve_Ballmer&2,[0.62521535]
Steve_Ballmer&1,Steve_Ballmer&3,[0.7073698]
Stockard_Channing&1,Stockard_Channing&3,[0.29280186]
Stockard_Channing&2,Stockard_Channing&3,[0.3826288]
Terry_McAuliffe&1,Terry_McAuliffe&2,[0.5570513]
Terry_McAuliffe&1,Terry_McAuliffe&3,[0.5481527]
Thomas_Rupprath&1,Thomas_Rupprath&3,[0.51671445]
Thomas_Rupprath&2,Thomas_Rupprath&3,[0.46606505]
Tom_Ridge&6,Tom_Ridge&16,[0.47083646]
Tom_Ridge&8,Tom_Ridge&25,[0.35890388]
Tom_Ridge&9,Tom_Ridge&26,[0.39443052]
Tom_Ridge&18,Tom_Ridge&22,[0.47604847]
Tommy_Haas&4,Tommy_Haas&5,[0.5732715]
Tommy_Thompson&1,Tommy_Thompson&2,[0.5032352]
Tommy_Thompson&1,Tommy_Thompson&7,[0.58426005]
Tommy_Thompson&2,Tommy_Thompson&8,[0.31221533]
Tommy_Thompson&4,Tommy_Thompson&8,[0.364605]
Tommy_Thompson&6,Tommy_Thompson&9,[0.38272953]
Tomoko_Hagiwara&1,Tomoko_Hagiwara&2,[0.45927382]
Trent_Lott&1,Trent_Lott&2,[0.6220652]
Trent_Lott&2,Trent_Lott&3,[0.4940791]
Trent_Lott&2,Trent_Lott&8,[0.46837103]
Trent_Lott&6,Trent_Lott&11,[0.39673018]
Trent_Lott&7,Trent_Lott&10,[0.70871925]
Trent_Lott&8,Trent_Lott&16,[0.607554]
Tsutomu_Takebe&1,Tsutomu_Takebe&2,[0.3112821]
Tyler_Hamilton&1,Tyler_Hamilton&2,[0.63346815]
Tyra_Banks&1,Tyra_Banks&2,[0.44094384]
Vaclav_Havel&2,Vaclav_Havel&4,[0.5186312]
Vaclav_Havel&2,Vaclav_Havel&5,[0.50911987]
Vaclav_Havel&2,Vaclav_Havel&6,[0.51283145]
Vaclav_Havel&4,Vaclav_Havel&9,[0.3576194]
Vaclav_Havel&5,Vaclav_Havel&7,[0.33213997]
Valerie_Harper&1,Valerie_Harper&2,[0.57384706]
Vince_Carter&3,Vince_Carter&4,[0.49096322]
Vincent_Brooks&2,Vincent_Brooks&3,[0.42082644]
Vincent_Brooks&2,Vincent_Brooks&7,[0.25154483]
Vincent_Brooks&4,Vincent_Brooks&5,[0.6447917]
Vincent_Brooks&4,Vincent_Brooks&7,[0.5326879]
Vincent_Gallo&1,Vincent_Gallo&2,[0.45206785]
Vitali_Klitschko&1,Vitali_Klitschko&2,[0.49045718]
Vitali_Klitschko&3,Vitali_Klitschko&4,[0.50437546]
William_Macy&1,William_Macy&4,[0.30691183]
William_Macy&2,William_Macy&4,[0.56835675]
William_Macy&3,William_Macy&4,[0.13009584]
Woody_Allen&2,Woody_Allen&4,[0.59239954]
Woody_Allen&3,Woody_Allen&5,[0.6103524]
Yukiko_Okudo&1,Yukiko_Okudo&2,[0.43326926]
Zico&1,Zico&2,[0.4335165]
Zico&2,Zico&3,[0.32792056]
Abdel_Madi_Shabneh&1,Dean_Barker&1,[0.6099183]
Abdel_Madi_Shabneh&1,Giancarlo_Fisichella&1,[0.6112907]
Abdel_Madi_Shabneh&1,Mikhail_Gorbachev&1,[0.7218156]
Abdul_Rahman&1,Portia_de_Rossi&1,[0.7258545]
Abel_Pacheco&1,Jong_Thae_Hwa&2,[0.5724939]
Abel_Pacheco&2,Jean-Francois_Lemounier&1,[0.5405374]
Afton_Smith&1,Dwayne_Wade&1,[0.6750124]
Ahmad_Jbarah&1,James_Comey&1,[0.68631923]
Akhmed_Zakayev&2,Donna_Morrissey&1,[0.5863596]
Alan_Dershowitz&1,Bertrand_Bonello&1,[0.6964757]
Alanis_Morissette&1,Martin_Cauchon&1,[0.7153491]
Alexander_Lukashenko&1,Heather_Chinnock&1,[0.8004255]
Alfonso_Cuaron&1,Jason_Priestley&1,[0.40944052]
Alfonso_Cuaron&1,Patty_Schnyder&2,[0.7836622]
Alfonso_Soriano&1,Bill_Nelson&2,[0.8157708]
Alfonso_Soriano&1,Julio_De_Brun&1,[0.8166547]
Alfonso_Soriano&1,Patty_Schnyder&3,[0.6881804]
Alonzo_Mourning&1,Cecilia_Cheung&1,[0.5514349]
Amber_Tamblyn&2,Benjamin_Netanyahu&1,[0.73660463]
Amporn_Falise&1,Joe_Pantoliano&1,[0.5530299]
Anders_Fogh_Rasmussen&2,Johnson_Panjaitan&2,[0.422827]
Andre_Bucher&1,Joseph_Ralston&1,[0.7399561]
Andre_Bucher&1,Maria_Garcia&1,[0.6911821]
Andrew_Gilligan&1,Henry_Castellanos&1,[0.6345676]
Andrew_Shutley&1,Edmund_Stoiber&5,[0.731413]
Andrew_Shutley&1,Mitchell_Swartz&1,[0.69864106]
Andrew_Shutley&1,Saeb_Erekat&2,[0.75210816]
Andy_Dick&1,Simon_Yam&1,[0.8447033]
Andy_Griffith&1,Osrat_Iosef&1,[0.7500807]
Andy_Wisecarver&1,Dimitar_Berbatov&1,[0.6134407]
Angela_Lansbury&1,Steven_Van_Zandt&1,[0.70612025]
Angela_Lansbury&2,John_Coomber&1,[0.6153832]
Ann_Veneman&6,Sergio_Garcia&2,[0.73764646]
Ann_Veneman&8,Ted_Williams&1,[0.78318834]
Annie-Jeanne_Reynaud&1,SJ_Twu&1,[0.68747085]
Anthony_Carter&1,Eliza_Dushku&1,[0.51711285]
Antonio_Cassano&1,Paul_Celluci&1,[0.64719576]
Anwar_Ibrahim&1,David_Alpay&1,[0.6723209]
Armand_Sargen&1,Daryl_Sabara&1,[0.8356799]
Armand_Sargen&1,Kelvin_Sampson&3,[0.6051816]
Armand_Sargen&1,Lisa_Gottsegen&2,[0.63216853]
Atom_Egoyan&1,Bill_Stapleton&1,[0.7686186]
Atom_Egoyan&1,Janis_Ruth_Coulter&1,[0.7511299]
Barbara_Brezigar&2,Doris_Roberts&2,[0.6161368]
Barbara_Felt-Miller&1,Leticia_Dolera&1,[0.3913858]
Bart_Freundlich&1,Ernie_Grunfeld&1,[0.5276638]
Bart_Freundlich&1,Kirsten_Gilham&1,[0.6301868]
Benjamin_Martinez&1,Garry_McCoy&1,[0.7199758]
Benjamin_Netanyahu&1,Maria_Callas&1,[0.6888013]
Benjamin_Netanyahu&5,Frank_Beamer&1,[0.6621654]
Bernard_Law&1,Liu_Xiaoqing&1,[0.68568397]
Bernard_Law&3,Valerie_Harper&2,[0.88135827]
Bertrand_Bonello&1,Jong_Thae_Hwa&2,[0.7466968]
Bill_Bradley&1,Chen_Tsai-chin&1,[0.63521385]
Bill_Bradley&1,Helen_Alvare&1,[0.5657279]
Bill_Elliott&1,Mary_Anne_Souza&1,[0.5943024]
Bill_Frist&5,Jimmy_Kimmel&2,[0.5881629]
Bill_Maher&1,Brad_Russ&1,[0.5207361]
Bill_Maher&1,Juliette_Binoche&1,[0.53189063]
Bill_Nelson&1,Kim_Jong-Il&3,[0.66241884]
Bill_Nelson&2,Gillian_Anderson&1,[0.54335475]
Bill_Stapleton&1,Sedigh_Barmak&1,[0.6147141]
Bill_Stapleton&1,Valerie_Harper&1,[0.42213857]
Billy_Bob_Thornton&1,Herb_Dhaliwal&1,[0.6949986]
Billy_Bob_Thornton&1,Nong_Duc_Manh&1,[0.7484362]
Bob_Alper&1,Kevin_Millwood&1,[0.506616]
Bob_Graham&2,Dwayne_Wade&1,[0.6707449]
Bob_Petrino&1,Geraldine_Chaplin&4,[0.72023696]
Bob_Petrino&1,Jorge_Castaneda&1,[0.4368136]
Boris_Becker&4,Julianna_Margulies&2,[0.68098664]
Brad_Russ&1,Hana_Urushima&1,[0.6119931]
Brad_Russ&1,Romeo_Gigli&1,[0.6706921]
Brawley_King&1,Tom_Glavine&2,[0.65668166]
Brian_Griese&2,Jeffrey_Archer&2,[0.6223923]
Brian_Griese&2,Laura_Elena_Harring&1,[0.4768299]
Brian_Griese&2,Nicolas_Lapentti&2,[0.60245836]
Bryan_Adams&1,Michael_Kors&1,[0.6139556]
Bryan_Adams&1,Mohamed_Seineldin&1,[0.57658947]
Calbert_Cheaney&1,Ian_Smith&1,[0.7038804]
Calbert_Cheaney&1,Robert_Downey_Jr&1,[0.6622851]
Carl_Reiner&1,Hamid_Efendi&1,[0.64812523]
Carl_Reiner&2,John_Engler&1,[0.54389256]
Carl_Reiner&2,Prince_Rainier_III&1,[0.64737236]
Carl_Reiner&2,Tom_Glavine&2,[0.5608788]
Carlo_Azeglio_Ciampi&1,Francis_Ford_Coppola&1,[0.71889836]
Carlos_Arroyo&1,Shane_Phillips&1,[0.6371614]
Carlos_Paternina&1,Emily_Stevens&1,[0.7330079]
Carlos_Paternina&1,Paul_Sarbanes&1,[0.5437856]
Casey_Mears&1,Mike_Davis&1,[0.5873072]
Casey_Mears&1,Yukiko_Okudo&1,[0.5702421]
Cathy_Freeman&2,William_Martin&2,[0.7254002]
Cecilia_Cheung&1,Daryl_Parks&1,[0.818763]
Cecilia_Cheung&1,Pascal_Affi_Nguessan&1,[0.74584997]
Chen_Tsai-chin&1,Dereck_Whittenburg&1,[0.6158551]
Chen_Tsai-chin&1,Mamdouh_Habib&1,[0.713608]
Cho_Myung-kyun&1,David_Bell&1,[0.56632006]
Cho_Myung-kyun&1,Fernando_Sanz&1,[0.6039928]
Cho_Myung-kyun&1,Georgia_Giddings&1,[0.57787156]
Cho_Myung-kyun&1,Richard_Fine&1,[0.616109]
Choi_Yun-yong&1,Chuck_Eidson&1,[0.60907644]
Chris_Dodd&1,Taylor_Twellman&1,[0.7484665]
Chris_Swecker&1,Tom_Vilsack&1,[0.5006054]
Christian_Lacroix&1,Laura_Elena_Harring&1,[0.62608063]
Christian_Lacroix&1,Ornella_Muti&1,[0.60042244]
Chuck_Eidson&1,Sigourney_Weaver&1,[0.6487237]
Clare_Short&4,Don_Carcieri&1,[0.65347004]
Coco_dEste&1,Darvis_Patton&1,[0.9837557]
Coco_dEste&1,Melina_Kanakaredes&1,[0.5699849]
Coco_dEste&1,Tom_Rouen&1,[0.78726494]
Coleen_Rowley&1,Nong_Duc_Manh&1,[0.60841596]
Corinne_Coman&2,Frank_Beamer&1,[0.68496084]
Dale_Earnhardt_Jr&1,Nick_Reilly&1,[0.5919719]
Dario_Franchitti&1,Henry_Castellanos&1,[0.5633452]
Darren_Campel&1,Hilary_McKay&1,[0.7755911]
Darvis_Patton&1,Gerard_Tronche&1,[0.7210251]
Darvis_Patton&1,William_Macy&4,[0.74785554]
Daryl_Parks&1,Guus_Hiddink&1,[0.68886185]
Daryl_Sabara&1,Nick_Reilly&1,[0.72032523]
Daryl_Sabara&1,Valentina_Tereshkova&1,[0.65893614]
Dave_Johnson&1,Howard_Stern&1,[0.7419007]
Dave_Tucker&1,Gary_Gitnick&1,[0.5882413]
David_Collenette&1,Salman_Khan&1,[0.73588526]
David_Westerfield&1,Stan_Kroenke&1,[0.5885316]
Dean_Jacek&1,Larry_Wilmore&1,[0.7093884]
Demi_Moore&2,Fred_Thompson&1,[0.7989278]
Demi_Moore&2,Linus_Roache&1,[0.58103985]
Dereck_Whittenburg&1,Lindsey_Graham&2,[0.7613392]
Dianne_Reeves&1,Larry_Wilmore&1,[0.65624344]
Dianne_Reeves&1,Romeo_Gigli&1,[0.722702]
Don_Carcieri&1,Janica_Kostelic&1,[0.6832304]
Dora_Bakoyianni&1,Richard_Sambrook&2,[0.66291463]
Dora_Bakoyianni&1,Saeb_Erekat&2,[0.71064883]
Doris_Roberts&1,Nong_Duc_Manh&1,[0.7820324]
Doug_Wilson&1,Szu_Yu_Chen&1,[0.5185137]
Douglas_Gansler&1,Martin_Brooke&1,[0.5342985]
Douglas_Gansler&1,Ronald_Kadish&1,[0.6295404]
Dwayne_Wade&1,Mike_Farrar&1,[0.78875476]
Edward_Arsenault&1,Jim_Hardin&1,[0.5943804]
Einars_Repse&1,Minnie_Mendoza&1,[0.76445174]
