person1&ImgN,person2&ImgN,distance,Retina on person1,Retina on person2,LightCNN on person1,LightCNN on person2
Thomas_Rupprath&2,Thomas_Rupprath&3,[0.48855728]
Tom_Ridge&6,Tom_Ridge&16,[0.50291705]
Tom_Ridge&8,Tom_Ridge&25,[0.49206734]
Tom_Ridge&9,Tom_Ridge&26,[0.27090704]
Tom_Ridge&18,Tom_Ridge&22,[0.5154585]
Tommy_Haas&4,Tommy_Haas&5,[0.57800746]
Tommy_Thompson&1,Tommy_Thompson&2,[0.44594836]
Tommy_Thompson&1,Tommy_Thompson&7,[0.3935573]
Tommy_Thompson&2,Tommy_Thompson&8,[0.3895235]
Tommy_Thompson&4,Tommy_Thompson&8,[0.2063539]
Tommy_Thompson&6,Tommy_Thompson&9,[0.45117998]
Tomoko_Hagiwara&1,Tomoko_Hagiwara&2,[0.62038]
Trent_Lott&1,Trent_Lott&2,[0.47467464]
Trent_Lott&2,Trent_Lott&3,[0.40889668]
Trent_Lott&2,Trent_Lott&8,[0.61947423]
Trent_Lott&6,Trent_Lott&11,[0.49691367]
Trent_Lott&7,Trent_Lott&10,[0.52170336]
Trent_Lott&8,Trent_Lott&16,[0.6700558]
Tsutomu_Takebe&1,Tsutomu_Takebe&2,[0.30393422]
Tyler_Hamilton&1,Tyler_Hamilton&2,[0.5119764]
Tyra_Banks&1,Tyra_Banks&2,[0.4134121]
Vaclav_Havel&2,Vaclav_Havel&4,[0.49258733]
Vaclav_Havel&2,Vaclav_Havel&5,[0.4802425]
Vaclav_Havel&2,Vaclav_Havel&6,[0.3209852]
Vaclav_Havel&4,Vaclav_Havel&9,[0.5103653]
Vaclav_Havel&5,Vaclav_Havel&7,[0.2960068]
Valerie_Harper&1,Valerie_Harper&2,[0.70485365]
Vince_Carter&3,Vince_Carter&4,[0.52866215]
Vincent_Brooks&2,Vincent_Brooks&3,[0.48307884]
Vincent_Brooks&2,Vincent_Brooks&7,[0.27905]
Vincent_Brooks&4,Vincent_Brooks&5,[0.4909116]
Vincent_Brooks&4,Vincent_Brooks&7,[0.50787365]
Vincent_Gallo&1,Vincent_Gallo&2,[0.45857203]
Vitali_Klitschko&1,Vitali_Klitschko&2,[0.48617095]
Vitali_Klitschko&3,Vitali_Klitschko&4,[0.58673567]
William_Macy&1,William_Macy&4,[0.40834558]
William_Macy&2,William_Macy&4,[0.61389935]
William_Macy&3,William_Macy&4,[0.12428451]
Woody_Allen&2,Woody_Allen&4,[0.6944564]
Woody_Allen&3,Woody_Allen&5,[0.47840083]
Yukiko_Okudo&1,Yukiko_Okudo&2,[0.40539324]
Zico&1,Zico&2,[0.30408478]
Zico&2,Zico&3,[0.41000617]
Abdel_Madi_Shabneh&1,Dean_Barker&1,[0.50218415]
Abdel_Madi_Shabneh&1,Giancarlo_Fisichella&1,[0.7271559]
Abdel_Madi_Shabneh&1,Mikhail_Gorbachev&1,[0.7661249]
Abdul_Rahman&1,Portia_de_Rossi&1,[0.7667676]
Abel_Pacheco&1,Jong_Thae_Hwa&2,[0.66494954]
Abel_Pacheco&2,Jean-Francois_Lemounier&1,[0.76807714]
Afton_Smith&1,Dwayne_Wade&1,[0.7330025]
Ahmad_Jbarah&1,James_Comey&1,[0.80417985]
Akhmed_Zakayev&2,Donna_Morrissey&1,[0.87550795]
Alan_Dershowitz&1,Bertrand_Bonello&1,[0.8512167]
Alanis_Morissette&1,Martin_Cauchon&1,[0.7325272]
Alexander_Lukashenko&1,Heather_Chinnock&1,[0.7663083]
Alfonso_Cuaron&1,Jason_Priestley&1,[0.58277]
Alfonso_Cuaron&1,Patty_Schnyder&2,[0.8893458]
Alfonso_Soriano&1,Bill_Nelson&2,[0.7030735]
Alfonso_Soriano&1,Julio_De_Brun&1,[0.90399426]
Alfonso_Soriano&1,Patty_Schnyder&3,[0.70912]
Alonzo_Mourning&1,Cecilia_Cheung&1,[0.6726085]
Amber_Tamblyn&2,Benjamin_Netanyahu&1,[0.81595325]
Amporn_Falise&1,Joe_Pantoliano&1,[0.9120376]
Anders_Fogh_Rasmussen&2,Johnson_Panjaitan&2,[0.6159662]
Andre_Bucher&1,Joseph_Ralston&1,[0.7424304]
Andre_Bucher&1,Maria_Garcia&1,[0.6981071]
Andrew_Gilligan&1,Henry_Castellanos&1,[0.6580345]
Andrew_Shutley&1,Edmund_Stoiber&5,[0.8038266]
Andrew_Shutley&1,Mitchell_Swartz&1,[0.8345813]
Andrew_Shutley&1,Saeb_Erekat&2,[0.9179351]
Andy_Dick&1,Simon_Yam&1,[1.023122]
Andy_Griffith&1,Osrat_Iosef&1,[0.68659097]
Andy_Wisecarver&1,Dimitar_Berbatov&1,[0.75909233]
Angela_Lansbury&1,Steven_Van_Zandt&1,[0.76714706]
Angela_Lansbury&2,John_Coomber&1,[0.6683361]
Ann_Veneman&6,Sergio_Garcia&2,[0.91678953]
Ann_Veneman&8,Ted_Williams&1,[0.84866786]
Annie-Jeanne_Reynaud&1,SJ_Twu&1,[0.74493265]
Anthony_Carter&1,Eliza_Dushku&1,[0.628392]
Antonio_Cassano&1,Paul_Celluci&1,[0.64578384]
Anwar_Ibrahim&1,David_Alpay&1,[0.7173747]
Armand_Sargen&1,Daryl_Sabara&1,[1.0140064]
Armand_Sargen&1,Kelvin_Sampson&3,[0.7556145]
Armand_Sargen&1,Lisa_Gottsegen&2,[0.7630229]
Atom_Egoyan&1,Bill_Stapleton&1,[0.6623242]
Atom_Egoyan&1,Janis_Ruth_Coulter&1,[0.9813312]
Barbara_Brezigar&2,Doris_Roberts&2,[0.70714724]
Barbara_Felt-Miller&1,Leticia_Dolera&1,[0.53489447]
Bart_Freundlich&1,Ernie_Grunfeld&1,[0.7715999]
Bart_Freundlich&1,Kirsten_Gilham&1,[0.7982187]
Benjamin_Martinez&1,Garry_McCoy&1,[0.6474272]
Benjamin_Netanyahu&1,Maria_Callas&1,[0.84682524]
Benjamin_Netanyahu&5,Frank_Beamer&1,[0.9239133]
Bernard_Law&1,Liu_Xiaoqing&1,[0.7367827]
Bernard_Law&3,Valerie_Harper&2,[1.0335801]
Bertrand_Bonello&1,Jong_Thae_Hwa&2,[0.7842506]
Bill_Bradley&1,Chen_Tsai-chin&1,[0.79472005]
Bill_Bradley&1,Helen_Alvare&1,[0.79537356]
Bill_Elliott&1,Mary_Anne_Souza&1,[0.81831706]
Bill_Frist&5,Jimmy_Kimmel&2,[0.9342019]
Bill_Maher&1,Brad_Russ&1,[0.7965735]
Bill_Maher&1,Juliette_Binoche&1,[0.65059847]
Bill_Nelson&1,Kim_Jong-Il&3,[0.9529779]
Bill_Nelson&2,Gillian_Anderson&1,[0.62903273]
Bill_Stapleton&1,Sedigh_Barmak&1,[0.5856231]
Bill_Stapleton&1,Valerie_Harper&1,[0.45766628]
Billy_Bob_Thornton&1,Herb_Dhaliwal&1,[0.6395269]
Billy_Bob_Thornton&1,Nong_Duc_Manh&1,[0.8148154]
Bob_Alper&1,Kevin_Millwood&1,[0.57861936]
Bob_Graham&2,Dwayne_Wade&1,[0.9122416]
Bob_Petrino&1,Geraldine_Chaplin&4,[0.6039293]
Bob_Petrino&1,Jorge_Castaneda&1,[0.5840618]
Boris_Becker&4,Julianna_Margulies&2,[0.62995464]
Brad_Russ&1,Hana_Urushima&1,[0.74403393]
Brad_Russ&1,Romeo_Gigli&1,[0.93364763]
Brawley_King&1,Tom_Glavine&2,[0.7708015]
Brian_Griese&2,Jeffrey_Archer&2,[0.72059584]
Brian_Griese&2,Laura_Elena_Harring&1,[0.69064105]
Brian_Griese&2,Nicolas_Lapentti&2,[0.8561063]
Bryan_Adams&1,Michael_Kors&1,[0.63552785]
Bryan_Adams&1,Mohamed_Seineldin&1,[0.687012]
Calbert_Cheaney&1,Ian_Smith&1,[0.8188007]
Calbert_Cheaney&1,Robert_Downey_Jr&1,[0.65254164]
Carl_Reiner&1,Hamid_Efendi&1,[0.7439163]
Carl_Reiner&2,John_Engler&1,[0.6866667]
Carl_Reiner&2,Prince_Rainier_III&1,[0.6978931]
Carl_Reiner&2,Tom_Glavine&2,[0.77792245]
Carlo_Azeglio_Ciampi&1,Francis_Ford_Coppola&1,[0.6143133]
Carlos_Arroyo&1,Shane_Phillips&1,[0.6151773]
Carlos_Paternina&1,Emily_Stevens&1,[0.8812796]
Carlos_Paternina&1,Paul_Sarbanes&1,[0.6981556]
Casey_Mears&1,Mike_Davis&1,[0.5465298]
Casey_Mears&1,Yukiko_Okudo&1,[0.55242795]
Cathy_Freeman&2,William_Martin&2,[0.75555134]
Cecilia_Cheung&1,Daryl_Parks&1,[0.8662483]
Cecilia_Cheung&1,Pascal_Affi_Nguessan&1,[0.6931392]
Chen_Tsai-chin&1,Dereck_Whittenburg&1,[0.91615164]
Chen_Tsai-chin&1,Mamdouh_Habib&1,[0.73866636]
Cho_Myung-kyun&1,David_Bell&1,[0.6160645]
Cho_Myung-kyun&1,Fernando_Sanz&1,[0.5644272]
Cho_Myung-kyun&1,Georgia_Giddings&1,[0.62728304]
Cho_Myung-kyun&1,Richard_Fine&1,[0.80422586]
Choi_Yun-yong&1,Chuck_Eidson&1,[0.77248263]
Chris_Dodd&1,Taylor_Twellman&1,[0.8178741]
Chris_Swecker&1,Tom_Vilsack&1,[0.5582943]
Christian_Lacroix&1,Laura_Elena_Harring&1,[0.7868536]
Christian_Lacroix&1,Ornella_Muti&1,[0.7044282]
Chuck_Eidson&1,Sigourney_Weaver&1,[0.70320284]
Clare_Short&4,Don_Carcieri&1,[0.75718415]
Coco_dEste&1,Darvis_Patton&1,[0.7593281]
Coco_dEste&1,Melina_Kanakaredes&1,[0.610669]
Coco_dEste&1,Tom_Rouen&1,[0.7997594]
Coleen_Rowley&1,Nong_Duc_Manh&1,[0.7689638]
Corinne_Coman&2,Frank_Beamer&1,[0.94097567]
Dale_Earnhardt_Jr&1,Nick_Reilly&1,[0.64642906]
Dario_Franchitti&1,Henry_Castellanos&1,[0.6491702]
Darren_Campel&1,Hilary_McKay&1,[0.79262704]
Darvis_Patton&1,Gerard_Tronche&1,[0.83355576]
Darvis_Patton&1,William_Macy&4,[0.7603048]
Daryl_Parks&1,Guus_Hiddink&1,[0.74959886]
Daryl_Sabara&1,Nick_Reilly&1,[0.80853]
Daryl_Sabara&1,Valentina_Tereshkova&1,[0.9128045]
Dave_Johnson&1,Howard_Stern&1,[0.8623945]
Dave_Tucker&1,Gary_Gitnick&1,[0.7422268]
David_Collenette&1,Salman_Khan&1,[0.8040099]
David_Westerfield&1,Stan_Kroenke&1,[0.8332766]
Dean_Jacek&1,Larry_Wilmore&1,[0.61376053]
Demi_Moore&2,Fred_Thompson&1,[0.878246]
Demi_Moore&2,Linus_Roache&1,[0.59584254]
Dereck_Whittenburg&1,Lindsey_Graham&2,[0.80559623]
Dianne_Reeves&1,Larry_Wilmore&1,[0.62262666]
Dianne_Reeves&1,Romeo_Gigli&1,[0.79893535]
Don_Carcieri&1,Janica_Kostelic&1,[0.7677084]
Dora_Bakoyianni&1,Richard_Sambrook&2,[0.815834]
Dora_Bakoyianni&1,Saeb_Erekat&2,[0.9006772]
Doris_Roberts&1,Nong_Duc_Manh&1,[0.92276686]
Doug_Wilson&1,Szu_Yu_Chen&1,[0.5015734]
Douglas_Gansler&1,Martin_Brooke&1,[0.47356498]
Douglas_Gansler&1,Ronald_Kadish&1,[0.6331723]
Dwayne_Wade&1,Mike_Farrar&1,[0.8553717]
Edward_Arsenault&1,Jim_Hardin&1,[0.6334919]
Einars_Repse&1,Minnie_Mendoza&1,[0.71098864]
