person1&ImgN,person2&ImgN,distance,Retina on person1,Retina on person2,LightCNN on person1,LightCNN on person2
Jacques_Rogge&1,Jacques_Rogge&9,[0.5562346]
Jacques_Rogge&3,Jacques_Rogge&7,[0.39940763]
Jacques_Rogge&3,Jacques_Rogge&10,[0.26832998]
Jacques_Rogge&4,Jacques_Rogge&6,[0.40103352]
Jacques_Rogge&4,Jacques_Rogge&9,[0.43562007]
Jacques_Rogge&5,Jacques_Rogge&8,[0.47290713]
Jacques_Rogge&6,Jacques_Rogge&8,[0.4323721]
James_Caan&1,James_Caan&2,[0.35254163]
James_Caan&1,James_Caan&3,[0.33649147]
James_Caan&2,James_Caan&3,[0.3709824]
James_Jones&1,James_Jones&2,[0.67998403]
Jamling_Norgay&1,Jamling_Norgay&2,[0.346893]
Janica_Kostelic&1,Janica_Kostelic&2,[0.5963516]
Jeanne_Moreau&1,Jeanne_Moreau&2,[0.28732228]
Jeffrey_Archer&1,Jeffrey_Archer&2,[0.6534791]
Jennifer_Garner&1,Jennifer_Garner&3,[0.49858326]
Jennifer_Garner&4,Jennifer_Garner&9,[0.7053516]
Jennifer_Garner&5,Jennifer_Garner&6,[0.4501621]
Jennifer_Garner&5,Jennifer_Garner&9,[0.34160107]
Jennifer_Garner&7,Jennifer_Garner&12,[0.38520217]
Jennifer_Garner&8,Jennifer_Garner&11,[0.7658482]
Jeremy_Greenstock&2,Jeremy_Greenstock&24,[0.60681987]
Jeremy_Greenstock&3,Jeremy_Greenstock&22,[0.6952244]
Jeremy_Greenstock&5,Jeremy_Greenstock&11,[0.5329068]
Jeremy_Greenstock&10,Jeremy_Greenstock&14,[0.45067918]
Jeremy_Greenstock&17,Jeremy_Greenstock&21,[0.54087764]
Jessica_Lange&1,Jessica_Lange&2,[0.6434514]
Jimmy_Carter&1,Jimmy_Carter&7,[0.47321075]
Jimmy_Carter&4,Jimmy_Carter&6,[0.3123449]
Jimmy_Carter&5,Jimmy_Carter&8,[0.4728287]
Jimmy_Carter&6,Jimmy_Carter&7,[0.4576962]
Jodie_Foster&1,Jodie_Foster&2,[0.34283745]
John_Manley&1,John_Manley&6,[0.7623142]
John_Manley&2,John_Manley&5,[0.5177503]
John_McCain&2,John_McCain&3,[0.5247121]
John_McCain&3,John_McCain&7,[0.2950217]
John_McCain&6,John_McCain&7,[0.43811858]
John_Snow&3,John_Snow&15,[0.55092144]
John_Snow&4,John_Snow&16,[0.44012558]
John_Snow&9,John_Snow&11,[0.50185037]
Johnson_Panjaitan&1,Johnson_Panjaitan&2,[0.24934846]
Jorge_Castaneda&1,Jorge_Castaneda&2,[0.49267584]
Jose_Serra&1,Jose_Serra&9,[0.38310564]
Jose_Serra&2,Jose_Serra&8,[0.41448164]
Jose_Serra&3,Jose_Serra&5,[0.57605106]
Jose_Serra&3,Jose_Serra&7,[0.40672338]
Jose_Serra&6,Jose_Serra&9,[0.5395011]
Jose_Theodore&1,Jose_Theodore&2,[0.49029917]
Joseph_Blatter&1,Joseph_Blatter&2,[0.8217664]
Joseph_Ralston&1,Joseph_Ralston&2,[0.5518288]
Juan_Pablo_Montoya&1,Juan_Pablo_Montoya&8,[0.6232318]
Juan_Pablo_Montoya&2,Juan_Pablo_Montoya&4,[0.406864]
Juan_Pablo_Montoya&4,Juan_Pablo_Montoya&5,[0.88844216]
Julianna_Margulies&1,Julianna_Margulies&2,[0.29706883]
Justin_Guarini&1,Justin_Guarini&2,[0.46536493]
Justin_Guarini&2,Justin_Guarini&3,[0.2771827]
Justine_Henin&2,Justine_Henin&3,[0.69968766]
Kate_Winslet&1,Kate_Winslet&2,[0.81311494]
Kate_Winslet&1,Kate_Winslet&4,[0.5244564]
Kate_Winslet&2,Kate_Winslet&3,[0.7759727]
Kate_Winslet&2,Kate_Winslet&4,[0.8747765]
Kathy_Winters&1,Kathy_Winters&2,[0.14452666]
Kelvin_Sampson&1,Kelvin_Sampson&2,[0.54615057]
Kevin_Stallings&1,Kevin_Stallings&2,[0.6567865]
Kim_Jong-Il&2,Kim_Jong-Il&3,[0.3005898]
Kristin_Davis&1,Kristin_Davis&2,[0.14693755]
Kristin_Davis&2,Kristin_Davis&3,[0.45505166]
Lance_Armstrong&1,Lance_Armstrong&17,[0.3465004]
Lance_Armstrong&5,Lance_Armstrong&10,[0.7626609]
Lance_Armstrong&7,Lance_Armstrong&11,[0.44614196]
Lance_Armstrong&10,Lance_Armstrong&18,[0.5288377]
Lance_Armstrong&14,Lance_Armstrong&17,[0.6829025]
Laurent_Jalabert&1,Laurent_Jalabert&2,[0.66895413]
Lindsey_Graham&1,Lindsey_Graham&2,[0.585123]
Lisa_Gottsegen&1,Lisa_Gottsegen&2,[0.39146465]
Lleyton_Hewitt&1,Lleyton_Hewitt&13,[0.43146974]
Lleyton_Hewitt&16,Lleyton_Hewitt&27,[0.2879123]
Lleyton_Hewitt&18,Lleyton_Hewitt&37,[0.53749084]
Lleyton_Hewitt&24,Lleyton_Hewitt&36,[0.41349941]
Luis_Ernesto_Derbez_Bautista&3,Luis_Ernesto_Derbez_Bautista&6,[0.5367247]
Mario_Dumont&1,Mario_Dumont&2,[0.51319516]
Mark_Wahlberg&1,Mark_Wahlberg&3,[0.86848307]
Mark_Wahlberg&2,Mark_Wahlberg&3,[0.87471646]
Mark_Wahlberg&2,Mark_Wahlberg&4,[0.7772422]
Marlene_Weingartner&1,Marlene_Weingartner&2,[0.7161865]
Martha_Bowen&1,Martha_Bowen&2,[0.46187192]
Martin_Cauchon&1,Martin_Cauchon&2,[0.33685112]
Martin_Hoellwarth&1,Martin_Hoellwarth&2,[0.7690503]
Martin_Sheen&1,Martin_Sheen&2,[0.47057265]
Matthew_Broderick&1,Matthew_Broderick&4,[0.6043693]
Matthew_Broderick&2,Matthew_Broderick&3,[0.56767654]
Mike_Krzyzewski&1,Mike_Krzyzewski&6,[0.72805333]
Mikhail_Gorbachev&1,Mikhail_Gorbachev&2,[0.47786993]
Monica_Bellucci&1,Monica_Bellucci&4,[0.4420387]
Monica_Bellucci&2,Monica_Bellucci&4,[0.3382889]
Naomi_Campbell&1,Naomi_Campbell&2,[0.3406601]
Nestor_Kirchner&3,Nestor_Kirchner&30,[0.43604958]
Nestor_Kirchner&12,Nestor_Kirchner&21,[0.44968963]
Nestor_Kirchner&17,Nestor_Kirchner&25,[0.5874942]
Nicolas_Lapentti&1,Nicolas_Lapentti&2,[0.4411782]
Noah_Wyle&2,Noah_Wyle&3,[0.3637098]
Nora_Bendijo&1,Nora_Bendijo&2,[0.7807106]
Nursultan_Nazarbayev&1,Nursultan_Nazarbayev&2,[0.7489723]
Pamela_Anderson&1,Pamela_Anderson&2,[0.29276526]
Pamela_Anderson&1,Pamela_Anderson&5,[0.5198411]
Patricia_Heaton&1,Patricia_Heaton&2,[0.4545977]
Patty_Schnyder&1,Patty_Schnyder&2,[0.5411253]
Patty_Schnyder&2,Patty_Schnyder&3,[0.5029328]
Patty_Schnyder&2,Patty_Schnyder&4,[0.384933]
Patty_Schnyder&3,Patty_Schnyder&4,[0.45150006]
Paul_Bremer&6,Paul_Bremer&17,[0.57313085]
Paul_Bremer&7,Paul_Bremer&10,[0.3888998]
Paul_Bremer&9,Paul_Bremer&15,[0.4115107]
Paul_Bremer&14,Paul_Bremer&16,[0.38669264]
Paul_Sarbanes&1,Paul_Sarbanes&3,[0.5101599]
Paul_Sarbanes&2,Paul_Sarbanes&3,[0.642396]
Paul_William_Hurley&1,Paul_William_Hurley&2,[0.3334834]
Pervez_Musharraf&1,Pervez_Musharraf&6,[0.5841427]
Pervez_Musharraf&2,Pervez_Musharraf&16,[0.46400082]
Pervez_Musharraf&3,Pervez_Musharraf&10,[0.34396672]
Pervez_Musharraf&4,Pervez_Musharraf&14,[0.5277552]
Pervez_Musharraf&5,Pervez_Musharraf&7,[0.8301138]
Pervez_Musharraf&5,Pervez_Musharraf&15,[0.7984612]
Phil_Gramm&1,Phil_Gramm&2,[0.8521458]
Prince_Edward&1,Prince_Edward&2,[0.6685071]
Ricardo_Lagos&3,Ricardo_Lagos&12,[0.40855014]
Ricardo_Lagos&23,Ricardo_Lagos&27,[0.47288895]
Ricardo_Monasterio&1,Ricardo_Monasterio&2,[0.384897]
Rich_Gannon&1,Rich_Gannon&2,[0.4060502]
Rick_Perry&1,Rick_Perry&4,[0.5947293]
Rick_Perry&1,Rick_Perry&5,[0.5724838]
Rick_Perry&2,Rick_Perry&4,[0.52825975]
Rick_Perry&3,Rick_Perry&4,[0.49065316]
Robert_Bonner&2,Robert_Bonner&3,[0.5769039]
Robert_Evans&2,Robert_Evans&3,[0.470376]
Robert_Fico&1,Robert_Fico&2,[0.72465014]
Romano_Prodi&3,Romano_Prodi&5,[0.80798334]
Roy_Moore&2,Roy_Moore&5,[0.50621825]
Roy_Moore&3,Roy_Moore&6,[0.8868039]
Sachiko_Yamada&1,Sachiko_Yamada&2,[0.29497975]
Sachiko_Yamada&1,Sachiko_Yamada&4,[0.4670347]
Sachiko_Yamada&2,Sachiko_Yamada&3,[0.30926037]
Sachiko_Yamada&2,Sachiko_Yamada&4,[0.4611364]
Saeb_Erekat&1,Saeb_Erekat&2,[0.5518113]
Sam_Bith&1,Sam_Bith&2,[0.3635981]
Sam_Bith&1,Sam_Bith&3,[0.6365094]
Sam_Bith&2,Sam_Bith&3,[0.5155139]
Sean_Hayes&1,Sean_Hayes&2,[0.24790716]
Sergio_Garcia&1,Sergio_Garcia&2,[0.65351826]
Silvia_Farina_Elia&1,Silvia_Farina_Elia&2,[0.60637176]
Steve_Ballmer&1,Steve_Ballmer&2,[0.46835393]
Steve_Ballmer&1,Steve_Ballmer&3,[0.5303833]
Stockard_Channing&1,Stockard_Channing&3,[0.3853265]
Stockard_Channing&2,Stockard_Channing&3,[0.4230845]
Terry_McAuliffe&1,Terry_McAuliffe&2,[0.63364977]
Terry_McAuliffe&1,Terry_McAuliffe&3,[0.57084155]
Thomas_Rupprath&1,Thomas_Rupprath&3,[0.8379439]
Thomas_Rupprath&2,Thomas_Rupprath&3,[0.5678767]
Tom_Ridge&6,Tom_Ridge&16,[0.5020465]
Tom_Ridge&8,Tom_Ridge&25,[0.45495385]
Tom_Ridge&9,Tom_Ridge&26,[0.33617032]
Tom_Ridge&18,Tom_Ridge&22,[0.5116899]
Tommy_Haas&4,Tommy_Haas&5,[0.49790496]
Tommy_Thompson&1,Tommy_Thompson&2,[0.46156442]
Tommy_Thompson&1,Tommy_Thompson&7,[0.40038812]
Tommy_Thompson&2,Tommy_Thompson&8,[0.3865801]
Tommy_Thompson&4,Tommy_Thompson&8,[0.24346995]
Tommy_Thompson&6,Tommy_Thompson&9,[0.44935513]
Tomoko_Hagiwara&1,Tomoko_Hagiwara&2,[0.652649]
Trent_Lott&1,Trent_Lott&2,[0.57872665]
Trent_Lott&2,Trent_Lott&3,[0.35121858]
Trent_Lott&2,Trent_Lott&8,[0.58801156]
Trent_Lott&6,Trent_Lott&11,[0.46959734]
Trent_Lott&7,Trent_Lott&10,[0.4883744]
Trent_Lott&8,Trent_Lott&16,[0.7914357]
Tsutomu_Takebe&1,Tsutomu_Takebe&2,[0.28674245]
Tyler_Hamilton&1,Tyler_Hamilton&2,[0.5372015]
Tyra_Banks&1,Tyra_Banks&2,[0.42581928]
Vaclav_Havel&2,Vaclav_Havel&4,[0.51874894]
Vaclav_Havel&2,Vaclav_Havel&5,[0.5371148]
Vaclav_Havel&2,Vaclav_Havel&6,[0.3857864]
Vaclav_Havel&4,Vaclav_Havel&9,[0.4641714]
Vaclav_Havel&5,Vaclav_Havel&7,[0.35335374]
Valerie_Harper&1,Valerie_Harper&2,[0.64881444]
Vince_Carter&3,Vince_Carter&4,[0.500753]
Vincent_Brooks&2,Vincent_Brooks&3,[0.5494013]
Vincent_Brooks&2,Vincent_Brooks&7,[0.36179936]
Vincent_Brooks&4,Vincent_Brooks&5,[0.39275694]
Vincent_Brooks&4,Vincent_Brooks&7,[0.49536872]
Vincent_Gallo&1,Vincent_Gallo&2,[0.5176751]
Vitali_Klitschko&1,Vitali_Klitschko&2,[0.45793897]
Vitali_Klitschko&3,Vitali_Klitschko&4,[0.6496018]
William_Macy&1,William_Macy&4,[0.4214723]
William_Macy&2,William_Macy&4,[0.70052636]
William_Macy&3,William_Macy&4,[0.17664862]
Woody_Allen&2,Woody_Allen&4,[0.6819883]
Woody_Allen&3,Woody_Allen&5,[0.67246515]
Yukiko_Okudo&1,Yukiko_Okudo&2,[0.41793185]
Zico&1,Zico&2,[0.34038788]
Zico&2,Zico&3,[0.47041076]
Abdel_Madi_Shabneh&1,Dean_Barker&1,[0.54655015]
Abdel_Madi_Shabneh&1,Giancarlo_Fisichella&1,[0.7204529]
Abdel_Madi_Shabneh&1,Mikhail_Gorbachev&1,[0.787503]
Abdul_Rahman&1,Portia_de_Rossi&1,[0.73441577]
Abel_Pacheco&1,Jong_Thae_Hwa&2,[0.6452564]
Abel_Pacheco&2,Jean-Francois_Lemounier&1,[0.7672572]
Afton_Smith&1,Dwayne_Wade&1,[0.6786139]
Ahmad_Jbarah&1,James_Comey&1,[0.69443357]
Akhmed_Zakayev&2,Donna_Morrissey&1,[0.85087985]
Alan_Dershowitz&1,Bertrand_Bonello&1,[0.8627704]
Alanis_Morissette&1,Martin_Cauchon&1,[0.7772722]
Alexander_Lukashenko&1,Heather_Chinnock&1,[0.8579997]
Alfonso_Cuaron&1,Jason_Priestley&1,[0.55171585]
Alfonso_Cuaron&1,Patty_Schnyder&2,[0.86416954]
Alfonso_Soriano&1,Bill_Nelson&2,[0.8179166]
Alfonso_Soriano&1,Julio_De_Brun&1,[0.7833772]
Alfonso_Soriano&1,Patty_Schnyder&3,[0.65532136]
Alonzo_Mourning&1,Cecilia_Cheung&1,[0.73988783]
Amber_Tamblyn&2,Benjamin_Netanyahu&1,[0.8946615]
Amporn_Falise&1,Joe_Pantoliano&1,[0.8919471]
Anders_Fogh_Rasmussen&2,Johnson_Panjaitan&2,[0.60937136]
Andre_Bucher&1,Joseph_Ralston&1,[0.8309766]
Andre_Bucher&1,Maria_Garcia&1,[0.7595526]
Andrew_Gilligan&1,Henry_Castellanos&1,[0.69415927]
Andrew_Shutley&1,Edmund_Stoiber&5,[0.83756244]
Andrew_Shutley&1,Mitchell_Swartz&1,[0.8942302]
Andrew_Shutley&1,Saeb_Erekat&2,[0.89331037]
Andy_Dick&1,Simon_Yam&1,[1.0475631]
Andy_Griffith&1,Osrat_Iosef&1,[0.7853775]
Andy_Wisecarver&1,Dimitar_Berbatov&1,[0.816252]
Angela_Lansbury&1,Steven_Van_Zandt&1,[0.81071055]
Angela_Lansbury&2,John_Coomber&1,[0.6848613]
Ann_Veneman&6,Sergio_Garcia&2,[0.9226072]
Ann_Veneman&8,Ted_Williams&1,[0.86486804]
Annie-Jeanne_Reynaud&1,SJ_Twu&1,[0.7141705]
Anthony_Carter&1,Eliza_Dushku&1,[0.67303455]
Antonio_Cassano&1,Paul_Celluci&1,[0.6308193]
Anwar_Ibrahim&1,David_Alpay&1,[0.7531276]
Armand_Sargen&1,Daryl_Sabara&1,[0.96254283]
Armand_Sargen&1,Kelvin_Sampson&3,[0.7049545]
Armand_Sargen&1,Lisa_Gottsegen&2,[0.7689482]
Atom_Egoyan&1,Bill_Stapleton&1,[0.7476385]
Atom_Egoyan&1,Janis_Ruth_Coulter&1,[0.9589479]
Barbara_Brezigar&2,Doris_Roberts&2,[0.6193418]
Barbara_Felt-Miller&1,Leticia_Dolera&1,[0.6179985]
Bart_Freundlich&1,Ernie_Grunfeld&1,[0.897354]
Bart_Freundlich&1,Kirsten_Gilham&1,[0.78301513]
Benjamin_Martinez&1,Garry_McCoy&1,[0.68734103]
Benjamin_Netanyahu&1,Maria_Callas&1,[0.8373514]
Benjamin_Netanyahu&5,Frank_Beamer&1,[0.9722359]
Bernard_Law&1,Liu_Xiaoqing&1,[0.832225]
Bernard_Law&3,Valerie_Harper&2,[1.0681152]
Bertrand_Bonello&1,Jong_Thae_Hwa&2,[0.83102]
Bill_Bradley&1,Chen_Tsai-chin&1,[0.8108942]
Bill_Bradley&1,Helen_Alvare&1,[0.7971213]
Bill_Elliott&1,Mary_Anne_Souza&1,[0.81750125]
Bill_Frist&5,Jimmy_Kimmel&2,[0.9905587]
Bill_Maher&1,Brad_Russ&1,[0.73458743]
Bill_Maher&1,Juliette_Binoche&1,[0.57967275]
Bill_Nelson&1,Kim_Jong-Il&3,[0.8383144]
Bill_Nelson&2,Gillian_Anderson&1,[0.7241665]
Bill_Stapleton&1,Sedigh_Barmak&1,[0.57860744]
Bill_Stapleton&1,Valerie_Harper&1,[0.44203573]
Billy_Bob_Thornton&1,Herb_Dhaliwal&1,[0.6482018]
Billy_Bob_Thornton&1,Nong_Duc_Manh&1,[0.8196693]
Bob_Alper&1,Kevin_Millwood&1,[0.6655073]
Bob_Graham&2,Dwayne_Wade&1,[0.8030255]
Bob_Petrino&1,Geraldine_Chaplin&4,[0.6136984]
Bob_Petrino&1,Jorge_Castaneda&1,[0.63035333]
Boris_Becker&4,Julianna_Margulies&2,[0.66461]
Brad_Russ&1,Hana_Urushima&1,[0.7852868]
Brad_Russ&1,Romeo_Gigli&1,[0.94869685]
Brawley_King&1,Tom_Glavine&2,[0.737607]
Brian_Griese&2,Jeffrey_Archer&2,[0.850038]
Brian_Griese&2,Laura_Elena_Harring&1,[0.84744114]
Brian_Griese&2,Nicolas_Lapentti&2,[0.85538924]
Bryan_Adams&1,Michael_Kors&1,[0.6448624]
Bryan_Adams&1,Mohamed_Seineldin&1,[0.74808395]
Calbert_Cheaney&1,Ian_Smith&1,[0.9311011]
Calbert_Cheaney&1,Robert_Downey_Jr&1,[0.65211487]
Carl_Reiner&1,Hamid_Efendi&1,[0.69022954]
Carl_Reiner&2,John_Engler&1,[0.69164145]
Carl_Reiner&2,Prince_Rainier_III&1,[0.81214404]
Carl_Reiner&2,Tom_Glavine&2,[0.6972336]
Carlo_Azeglio_Ciampi&1,Francis_Ford_Coppola&1,[0.64878213]
Carlos_Arroyo&1,Shane_Phillips&1,[0.5856354]
Carlos_Paternina&1,Emily_Stevens&1,[0.82071114]
Carlos_Paternina&1,Paul_Sarbanes&1,[0.75093657]
Casey_Mears&1,Mike_Davis&1,[0.61875415]
Casey_Mears&1,Yukiko_Okudo&1,[0.5803337]
Cathy_Freeman&2,William_Martin&2,[0.78710145]
Cecilia_Cheung&1,Daryl_Parks&1,[0.87106097]
Cecilia_Cheung&1,Pascal_Affi_Nguessan&1,[0.6745111]
Chen_Tsai-chin&1,Dereck_Whittenburg&1,[0.82937145]
Chen_Tsai-chin&1,Mamdouh_Habib&1,[0.81230986]
Cho_Myung-kyun&1,David_Bell&1,[0.66047907]
Cho_Myung-kyun&1,Fernando_Sanz&1,[0.6912026]
Cho_Myung-kyun&1,Georgia_Giddings&1,[0.62270737]
Cho_Myung-kyun&1,Richard_Fine&1,[0.7464005]
Choi_Yun-yong&1,Chuck_Eidson&1,[0.7465066]
Chris_Dodd&1,Taylor_Twellman&1,[0.8561498]
Chris_Swecker&1,Tom_Vilsack&1,[0.64404696]
Christian_Lacroix&1,Laura_Elena_Harring&1,[0.8464777]
Christian_Lacroix&1,Ornella_Muti&1,[0.7538675]
Chuck_Eidson&1,Sigourney_Weaver&1,[0.73397815]
Clare_Short&4,Don_Carcieri&1,[0.7259228]
Coco_dEste&1,Darvis_Patton&1,[0.8136132]
Coco_dEste&1,Melina_Kanakaredes&1,[0.6684447]
Coco_dEste&1,Tom_Rouen&1,[0.8701419]
Coleen_Rowley&1,Nong_Duc_Manh&1,[0.86607337]
Corinne_Coman&2,Frank_Beamer&1,[0.91604125]
Dale_Earnhardt_Jr&1,Nick_Reilly&1,[0.6065545]
Dario_Franchitti&1,Henry_Castellanos&1,[0.74379456]
Darren_Campel&1,Hilary_McKay&1,[0.79182893]
Darvis_Patton&1,Gerard_Tronche&1,[0.8884884]
Darvis_Patton&1,William_Macy&4,[0.7891401]
Daryl_Parks&1,Guus_Hiddink&1,[0.7647785]
Daryl_Sabara&1,Nick_Reilly&1,[0.8884413]
Daryl_Sabara&1,Valentina_Tereshkova&1,[0.87400126]
Dave_Johnson&1,Howard_Stern&1,[0.89645565]
Dave_Tucker&1,Gary_Gitnick&1,[0.81148285]
David_Collenette&1,Salman_Khan&1,[0.8154579]
David_Westerfield&1,Stan_Kroenke&1,[0.8972657]
Dean_Jacek&1,Larry_Wilmore&1,[0.7380202]
Demi_Moore&2,Fred_Thompson&1,[0.78354275]
Demi_Moore&2,Linus_Roache&1,[0.6185906]
Dereck_Whittenburg&1,Lindsey_Graham&2,[0.83370847]
Dianne_Reeves&1,Larry_Wilmore&1,[0.749562]
Dianne_Reeves&1,Romeo_Gigli&1,[0.86070794]
Don_Carcieri&1,Janica_Kostelic&1,[0.7716876]
Dora_Bakoyianni&1,Richard_Sambrook&2,[0.8637693]
Dora_Bakoyianni&1,Saeb_Erekat&2,[0.94302464]
Doris_Roberts&1,Nong_Duc_Manh&1,[1.0377625]
Doug_Wilson&1,Szu_Yu_Chen&1,[0.56271315]
Douglas_Gansler&1,Martin_Brooke&1,[0.45060384]
Douglas_Gansler&1,Ronald_Kadish&1,[0.6487447]
Dwayne_Wade&1,Mike_Farrar&1,[0.8695333]
Edward_Arsenault&1,Jim_Hardin&1,[0.6721721]
Einars_Repse&1,Minnie_Mendoza&1,[0.75467217]
