person1&ImgN,person2&ImgN,distance,Retina on person1,Retina on person2,LightCNN on person1,LightCNN on person2
Francis_Ford_Coppola&1,Francis_Ford_Coppola&2,[0.34676802]
Fred_Thompson&1,Fred_Thompson&2,[0.64512384]
Fred_Thompson&1,Fred_Thompson&3,[0.483496]
Fred_Thompson&2,Fred_Thompson&3,[0.39853114]
Garry_Trudeau&1,Garry_Trudeau&2,[0.5024344]
Gary_Williams&1,Gary_Williams&2,[0.44727737]
Gene_Robinson&1,Gene_Robinson&2,[0.46811926]
Gene_Robinson&1,Gene_Robinson&3,[0.5430747]
Gene_Robinson&2,Gene_Robinson&3,[0.56245345]
George_Galloway&1,George_Galloway&3,[0.6765343]
George_Galloway&2,George_Galloway&3,[0.1803509]
George_Galloway&2,George_Galloway&4,[0.7054874]
Geraldine_Chaplin&1,Geraldine_Chaplin&2,[0.2492187]
Geraldine_Chaplin&1,Geraldine_Chaplin&4,[0.3847133]
Geraldine_Chaplin&3,Geraldine_Chaplin&4,[0.1941917]
Gerardo_Gambala&1,Gerardo_Gambala&2,[0.5138668]
Gian_Marco&1,Gian_Marco&2,[0.45803374]
Gian_Marco&2,Gian_Marco&3,[0.6174224]
Gillian_Anderson&1,Gillian_Anderson&2,[0.5214419]
Gordon_Brown&6,Gordon_Brown&9,[0.37598383]
Gordon_Brown&10,Gordon_Brown&13,[0.59854496]
Grant_Hackett&1,Grant_Hackett&2,[0.28062892]
Grant_Hackett&1,Grant_Hackett&3,[0.30927658]
Grant_Hackett&1,Grant_Hackett&5,[0.498177]
Gray_Davis&7,Gray_Davis&22,[0.39168334]
Gray_Davis&21,Gray_Davis&26,[0.40156913]
Gregg_Popovich&1,Gregg_Popovich&5,[0.60707766]
Gregg_Popovich&3,Gregg_Popovich&4,[0.40837508]
Guy_Ritchie&1,Guy_Ritchie&2,[0.6778914]
Hamzah_Haz&1,Hamzah_Haz&2,[0.5456551]
Harbhajan_Singh&1,Harbhajan_Singh&2,[0.40270388]
Hootie_Johnson&1,Hootie_Johnson&2,[0.81369066]
Hugo_Chavez&2,Hugo_Chavez&27,[0.7281959]
Hugo_Chavez&27,Hugo_Chavez&53,[0.4555434]
Hugo_Chavez&36,Hugo_Chavez&51,[0.47928798]
Hugo_Chavez&41,Hugo_Chavez&50,[0.36331308]
Hugo_Chavez&45,Hugo_Chavez&56,[0.5622775]
Isaiah_Washington&1,Isaiah_Washington&2,[0.616275]
Jack_Grubman&1,Jack_Grubman&2,[0.3018216]
Jacques_Rogge&1,Jacques_Rogge&9,[0.4536848]
Jacques_Rogge&3,Jacques_Rogge&7,[0.48528373]
Jacques_Rogge&3,Jacques_Rogge&10,[0.5408995]
Jacques_Rogge&4,Jacques_Rogge&6,[0.36146522]
Jacques_Rogge&4,Jacques_Rogge&9,[0.38221836]
Jacques_Rogge&5,Jacques_Rogge&8,[0.4681592]
Jacques_Rogge&6,Jacques_Rogge&8,[0.48081416]
James_Caan&1,James_Caan&2,[0.36695957]
James_Caan&1,James_Caan&3,[0.30490947]
James_Caan&2,James_Caan&3,[0.3449881]
James_Jones&1,James_Jones&2,[0.7138543]
Jamling_Norgay&1,Jamling_Norgay&2,[0.37090075]
Janica_Kostelic&1,Janica_Kostelic&2,[0.51300985]
Jeanne_Moreau&1,Jeanne_Moreau&2,[0.4252841]
Jeffrey_Archer&1,Jeffrey_Archer&2,[0.44902712]
Jennifer_Garner&1,Jennifer_Garner&3,[0.4560415]
Jennifer_Garner&4,Jennifer_Garner&9,[0.69263935]
Jennifer_Garner&5,Jennifer_Garner&6,[0.42021787]
Jennifer_Garner&5,Jennifer_Garner&9,[0.31131947]
Jennifer_Garner&7,Jennifer_Garner&12,[0.37266642]
Jennifer_Garner&8,Jennifer_Garner&11,[0.5778836]
Jeremy_Greenstock&2,Jeremy_Greenstock&24,[0.3469807]
Jeremy_Greenstock&3,Jeremy_Greenstock&22,[0.6389679]
Jeremy_Greenstock&5,Jeremy_Greenstock&11,[0.46017843]
Jeremy_Greenstock&10,Jeremy_Greenstock&14,[0.40724123]
Jeremy_Greenstock&17,Jeremy_Greenstock&21,[0.5061664]
Jessica_Lange&1,Jessica_Lange&2,[0.67328596]
Jimmy_Carter&1,Jimmy_Carter&7,[0.4933402]
Jimmy_Carter&4,Jimmy_Carter&6,[0.32742047]
Jimmy_Carter&5,Jimmy_Carter&8,[0.40404713]
Jimmy_Carter&6,Jimmy_Carter&7,[0.5161196]
Jodie_Foster&1,Jodie_Foster&2,[0.3532877]
John_Manley&1,John_Manley&6,[0.6892425]
John_Manley&2,John_Manley&5,[0.27492857]
John_McCain&2,John_McCain&3,[0.464041]
John_McCain&3,John_McCain&7,[0.41243804]
John_McCain&6,John_McCain&7,[0.51138246]
John_Snow&3,John_Snow&15,[0.48471463]
John_Snow&4,John_Snow&16,[0.4568534]
John_Snow&9,John_Snow&11,[0.41927648]
Johnson_Panjaitan&1,Johnson_Panjaitan&2,[0.20592344]
Jorge_Castaneda&1,Jorge_Castaneda&2,[0.38511777]
Jose_Serra&1,Jose_Serra&9,[0.44359958]
Jose_Serra&2,Jose_Serra&8,[0.41983783]
Jose_Serra&3,Jose_Serra&5,[0.4931301]
Jose_Serra&3,Jose_Serra&7,[0.40680194]
Jose_Serra&6,Jose_Serra&9,[0.34722424]
Jose_Theodore&1,Jose_Theodore&2,[0.46902293]
Joseph_Blatter&1,Joseph_Blatter&2,[0.81041116]
Joseph_Ralston&1,Joseph_Ralston&2,[0.6564989]
Juan_Pablo_Montoya&1,Juan_Pablo_Montoya&8,[0.95793176]
Juan_Pablo_Montoya&2,Juan_Pablo_Montoya&4,[0.41028774]
Juan_Pablo_Montoya&4,Juan_Pablo_Montoya&5,[0.84539104]
Julianna_Margulies&1,Julianna_Margulies&2,[0.29545444]
Justin_Guarini&1,Justin_Guarini&2,[0.53332174]
Justin_Guarini&2,Justin_Guarini&3,[0.28086746]
Justine_Henin&2,Justine_Henin&3,[0.5442204]
Kate_Winslet&1,Kate_Winslet&2,[0.74711585]
Kate_Winslet&1,Kate_Winslet&4,[0.6610147]
Kate_Winslet&2,Kate_Winslet&3,[0.84808254]
Kate_Winslet&2,Kate_Winslet&4,[0.88225925]
Kathy_Winters&1,Kathy_Winters&2,[0.15393806]
Kelvin_Sampson&1,Kelvin_Sampson&2,[0.5209521]
Kevin_Stallings&1,Kevin_Stallings&2,[0.43033516]
Kim_Jong-Il&2,Kim_Jong-Il&3,[0.2625509]
Kristin_Davis&1,Kristin_Davis&2,[0.15992033]
Kristin_Davis&2,Kristin_Davis&3,[0.44618386]
Lance_Armstrong&1,Lance_Armstrong&17,[0.354586]
Lance_Armstrong&5,Lance_Armstrong&10,[0.8070915]
Lance_Armstrong&7,Lance_Armstrong&11,[0.49911606]
Lance_Armstrong&10,Lance_Armstrong&18,[0.581418]
Lance_Armstrong&14,Lance_Armstrong&17,[0.65717566]
Laurent_Jalabert&1,Laurent_Jalabert&2,[0.78590375]
Lindsey_Graham&1,Lindsey_Graham&2,[0.49442756]
Lisa_Gottsegen&1,Lisa_Gottsegen&2,[0.35318732]
Lleyton_Hewitt&1,Lleyton_Hewitt&13,[0.379462]
Lleyton_Hewitt&16,Lleyton_Hewitt&27,[0.38419265]
Lleyton_Hewitt&18,Lleyton_Hewitt&37,[0.5596289]
Lleyton_Hewitt&24,Lleyton_Hewitt&36,[0.41344696]
Luis_Ernesto_Derbez_Bautista&3,Luis_Ernesto_Derbez_Bautista&6,[0.61931765]
Mario_Dumont&1,Mario_Dumont&2,[0.5248136]
Mark_Wahlberg&1,Mark_Wahlberg&3,[0.91719925]
Mark_Wahlberg&2,Mark_Wahlberg&3,[0.7729556]
Mark_Wahlberg&2,Mark_Wahlberg&4,[0.836305]
Marlene_Weingartner&1,Marlene_Weingartner&2,[0.7324432]
Martha_Bowen&1,Martha_Bowen&2,[0.45923662]
Martin_Cauchon&1,Martin_Cauchon&2,[0.21264541]
Martin_Hoellwarth&1,Martin_Hoellwarth&2,[0.6241048]
Martin_Sheen&1,Martin_Sheen&2,[0.2868334]
Matthew_Broderick&1,Matthew_Broderick&4,[0.6123949]
Matthew_Broderick&2,Matthew_Broderick&3,[0.36511767]
Mike_Krzyzewski&1,Mike_Krzyzewski&6,[0.51271355]
Mikhail_Gorbachev&1,Mikhail_Gorbachev&2,[0.2740664]
Monica_Bellucci&1,Monica_Bellucci&4,[0.4402172]
Monica_Bellucci&2,Monica_Bellucci&4,[0.25859404]
Naomi_Campbell&1,Naomi_Campbell&2,[0.25793147]
Nestor_Kirchner&3,Nestor_Kirchner&30,[0.50393134]
Nestor_Kirchner&12,Nestor_Kirchner&21,[0.41577345]
Nestor_Kirchner&17,Nestor_Kirchner&25,[0.33015847]
Nicolas_Lapentti&1,Nicolas_Lapentti&2,[0.3445381]
Noah_Wyle&2,Noah_Wyle&3,[0.42145485]
Nora_Bendijo&1,Nora_Bendijo&2,[0.6396647]
Nursultan_Nazarbayev&1,Nursultan_Nazarbayev&2,[0.6277353]
Pamela_Anderson&1,Pamela_Anderson&2,[0.35580492]
Pamela_Anderson&1,Pamela_Anderson&5,[0.54033184]
Patricia_Heaton&1,Patricia_Heaton&2,[0.44008064]
Patty_Schnyder&1,Patty_Schnyder&2,[0.58991015]
Patty_Schnyder&2,Patty_Schnyder&3,[0.4350999]
Patty_Schnyder&2,Patty_Schnyder&4,[0.44983995]
Patty_Schnyder&3,Patty_Schnyder&4,[0.48838907]
Paul_Bremer&6,Paul_Bremer&17,[0.5853094]
Paul_Bremer&7,Paul_Bremer&10,[0.31093097]
Paul_Bremer&9,Paul_Bremer&15,[0.31224018]
Paul_Bremer&14,Paul_Bremer&16,[0.31978536]
Paul_Sarbanes&1,Paul_Sarbanes&3,[0.3039171]
Paul_Sarbanes&2,Paul_Sarbanes&3,[0.42476845]
Paul_William_Hurley&1,Paul_William_Hurley&2,[0.32476312]
Pervez_Musharraf&1,Pervez_Musharraf&6,[0.3843091]
Pervez_Musharraf&2,Pervez_Musharraf&16,[0.66290784]
Pervez_Musharraf&3,Pervez_Musharraf&10,[0.44243062]
Pervez_Musharraf&4,Pervez_Musharraf&14,[0.45468628]
Pervez_Musharraf&5,Pervez_Musharraf&7,[0.8678309]
Pervez_Musharraf&5,Pervez_Musharraf&15,[0.864329]
Phil_Gramm&1,Phil_Gramm&2,[0.7436576]
Prince_Edward&1,Prince_Edward&2,[0.3665564]
Ricardo_Lagos&3,Ricardo_Lagos&12,[0.3593464]
Ricardo_Lagos&23,Ricardo_Lagos&27,[0.42018628]
Ricardo_Monasterio&1,Ricardo_Monasterio&2,[0.29348242]
Rich_Gannon&1,Rich_Gannon&2,[0.3872602]
Rick_Perry&1,Rick_Perry&4,[0.46709305]
Rick_Perry&1,Rick_Perry&5,[0.4905398]
Rick_Perry&2,Rick_Perry&4,[0.48511982]
Rick_Perry&3,Rick_Perry&4,[0.43702495]
Robert_Bonner&2,Robert_Bonner&3,[0.5434029]
Robert_Evans&2,Robert_Evans&3,[0.3917324]
Robert_Fico&1,Robert_Fico&2,[0.45863658]
Romano_Prodi&3,Romano_Prodi&5,[0.7979282]
Roy_Moore&2,Roy_Moore&5,[0.5828895]
Roy_Moore&3,Roy_Moore&6,[0.8787955]
Sachiko_Yamada&1,Sachiko_Yamada&2,[0.30041397]
Sachiko_Yamada&1,Sachiko_Yamada&4,[0.5311529]
Sachiko_Yamada&2,Sachiko_Yamada&3,[0.2549672]
Sachiko_Yamada&2,Sachiko_Yamada&4,[0.4866755]
Saeb_Erekat&1,Saeb_Erekat&2,[0.5903727]
Sam_Bith&1,Sam_Bith&2,[0.33821917]
Sam_Bith&1,Sam_Bith&3,[0.51022035]
Sam_Bith&2,Sam_Bith&3,[0.46434164]
Sean_Hayes&1,Sean_Hayes&2,[0.31966937]
Sergio_Garcia&1,Sergio_Garcia&2,[0.31873178]
Silvia_Farina_Elia&1,Silvia_Farina_Elia&2,[0.55335504]
Steve_Ballmer&1,Steve_Ballmer&2,[0.6251729]
Steve_Ballmer&1,Steve_Ballmer&3,[0.47643983]
Stockard_Channing&1,Stockard_Channing&3,[0.31889808]
Stockard_Channing&2,Stockard_Channing&3,[0.3952626]
Terry_McAuliffe&1,Terry_McAuliffe&2,[0.57883716]
Terry_McAuliffe&1,Terry_McAuliffe&3,[0.44305003]
Thomas_Rupprath&1,Thomas_Rupprath&3,[0.8876387]
Thomas_Rupprath&2,Thomas_Rupprath&3,[0.51312256]
Tom_Ridge&6,Tom_Ridge&16,[0.40218908]
Tom_Ridge&8,Tom_Ridge&25,[0.4548509]
Tom_Ridge&9,Tom_Ridge&26,[0.33048546]
Tom_Ridge&18,Tom_Ridge&22,[0.38452673]
Tommy_Haas&4,Tommy_Haas&5,[0.51271546]
Tommy_Thompson&1,Tommy_Thompson&2,[0.5114492]
Tommy_Thompson&1,Tommy_Thompson&7,[0.49516737]
Tommy_Thompson&2,Tommy_Thompson&8,[0.2829677]
Tommy_Thompson&4,Tommy_Thompson&8,[0.29511368]
Tommy_Thompson&6,Tommy_Thompson&9,[0.36030245]
Tomoko_Hagiwara&1,Tomoko_Hagiwara&2,[0.6962438]
Trent_Lott&1,Trent_Lott&2,[0.5212518]
Trent_Lott&2,Trent_Lott&3,[0.4005196]
Trent_Lott&2,Trent_Lott&8,[0.49367547]
Trent_Lott&6,Trent_Lott&11,[0.54375553]
Trent_Lott&7,Trent_Lott&10,[0.44631875]
Trent_Lott&8,Trent_Lott&16,[0.5483589]
Tsutomu_Takebe&1,Tsutomu_Takebe&2,[0.33425355]
Tyler_Hamilton&1,Tyler_Hamilton&2,[0.7274681]
Tyra_Banks&1,Tyra_Banks&2,[0.41376883]
Vaclav_Havel&2,Vaclav_Havel&4,[0.47667325]
Vaclav_Havel&2,Vaclav_Havel&5,[0.55749726]
Vaclav_Havel&2,Vaclav_Havel&6,[0.3445353]
Vaclav_Havel&4,Vaclav_Havel&9,[0.40170836]
Vaclav_Havel&5,Vaclav_Havel&7,[0.3374427]
Valerie_Harper&1,Valerie_Harper&2,[0.45975345]
Vince_Carter&3,Vince_Carter&4,[0.41055882]
Vincent_Brooks&2,Vincent_Brooks&3,[0.27874947]
Vincent_Brooks&2,Vincent_Brooks&7,[0.2727641]
Vincent_Brooks&4,Vincent_Brooks&5,[0.40619868]
Vincent_Brooks&4,Vincent_Brooks&7,[0.33000398]
Vincent_Gallo&1,Vincent_Gallo&2,[0.43778074]
Vitali_Klitschko&1,Vitali_Klitschko&2,[0.5484063]
Vitali_Klitschko&3,Vitali_Klitschko&4,[0.62975496]
William_Macy&1,William_Macy&4,[0.33049315]
William_Macy&2,William_Macy&4,[0.7805873]
William_Macy&3,William_Macy&4,[0.20419514]
Woody_Allen&2,Woody_Allen&4,[0.8127519]
Woody_Allen&3,Woody_Allen&5,[0.5340126]
Yukiko_Okudo&1,Yukiko_Okudo&2,[0.46380627]
Zico&1,Zico&2,[0.31064212]
Zico&2,Zico&3,[0.5788777]
Abdel_Madi_Shabneh&1,Dean_Barker&1,[0.5938975]
Abdel_Madi_Shabneh&1,Giancarlo_Fisichella&1,[0.62126845]
Abdel_Madi_Shabneh&1,Mikhail_Gorbachev&1,[0.84507763]
Abdul_Rahman&1,Portia_de_Rossi&1,[0.7815974]
Abel_Pacheco&1,Jong_Thae_Hwa&2,[0.62312245]
Abel_Pacheco&2,Jean-Francois_Lemounier&1,[0.64312285]
Afton_Smith&1,Dwayne_Wade&1,[0.6368593]
Ahmad_Jbarah&1,James_Comey&1,[0.7819427]
Akhmed_Zakayev&2,Donna_Morrissey&1,[0.6115202]
Alan_Dershowitz&1,Bertrand_Bonello&1,[0.7748232]
Alanis_Morissette&1,Martin_Cauchon&1,[0.82315916]
Alexander_Lukashenko&1,Heather_Chinnock&1,[0.7358553]
Alfonso_Cuaron&1,Jason_Priestley&1,[0.5083625]
Alfonso_Cuaron&1,Patty_Schnyder&2,[0.90292394]
Alfonso_Soriano&1,Bill_Nelson&2,[0.7972257]
Alfonso_Soriano&1,Julio_De_Brun&1,[0.748566]
Alfonso_Soriano&1,Patty_Schnyder&3,[0.7269409]
Alonzo_Mourning&1,Cecilia_Cheung&1,[0.764073]
Amber_Tamblyn&2,Benjamin_Netanyahu&1,[0.9234557]
Amporn_Falise&1,Joe_Pantoliano&1,[0.77486426]
Anders_Fogh_Rasmussen&2,Johnson_Panjaitan&2,[0.5369891]
Andre_Bucher&1,Joseph_Ralston&1,[0.8979798]
Andre_Bucher&1,Maria_Garcia&1,[1.0985897]
Andrew_Gilligan&1,Henry_Castellanos&1,[0.76023144]
Andrew_Shutley&1,Edmund_Stoiber&5,[0.8561122]
Andrew_Shutley&1,Mitchell_Swartz&1,[0.8281355]
Andrew_Shutley&1,Saeb_Erekat&2,[0.99339646]
Andy_Dick&1,Simon_Yam&1,[1.0038589]
Andy_Griffith&1,Osrat_Iosef&1,[0.77440894]
Andy_Wisecarver&1,Dimitar_Berbatov&1,[0.8336933]
Angela_Lansbury&1,Steven_Van_Zandt&1,[0.835948]
Angela_Lansbury&2,John_Coomber&1,[0.7493257]
Ann_Veneman&6,Sergio_Garcia&2,[0.8947457]
Ann_Veneman&8,Ted_Williams&1,[0.783788]
Annie-Jeanne_Reynaud&1,SJ_Twu&1,[0.76208186]
Anthony_Carter&1,Eliza_Dushku&1,[0.7919839]
Antonio_Cassano&1,Paul_Celluci&1,[0.70405746]
Anwar_Ibrahim&1,David_Alpay&1,[0.7416456]
Armand_Sargen&1,Daryl_Sabara&1,[0.9092647]
Armand_Sargen&1,Kelvin_Sampson&3,[0.8107235]
Armand_Sargen&1,Lisa_Gottsegen&2,[0.870474]
Atom_Egoyan&1,Bill_Stapleton&1,[0.57424086]
Atom_Egoyan&1,Janis_Ruth_Coulter&1,[0.8476969]
Barbara_Brezigar&2,Doris_Roberts&2,[0.73471534]
Barbara_Felt-Miller&1,Leticia_Dolera&1,[0.40907067]
Bart_Freundlich&1,Ernie_Grunfeld&1,[0.8624508]
Bart_Freundlich&1,Kirsten_Gilham&1,[0.87667143]
Benjamin_Martinez&1,Garry_McCoy&1,[0.5974008]
Benjamin_Netanyahu&1,Maria_Callas&1,[0.8041101]
Benjamin_Netanyahu&5,Frank_Beamer&1,[0.96785045]
Bernard_Law&1,Liu_Xiaoqing&1,[0.888019]
Bernard_Law&3,Valerie_Harper&2,[1.0677917]
Bertrand_Bonello&1,Jong_Thae_Hwa&2,[0.6756289]
Bill_Bradley&1,Chen_Tsai-chin&1,[0.8197204]
Bill_Bradley&1,Helen_Alvare&1,[0.71985114]
Bill_Elliott&1,Mary_Anne_Souza&1,[0.73257667]
Bill_Frist&5,Jimmy_Kimmel&2,[0.91029537]
Bill_Maher&1,Brad_Russ&1,[0.5905086]
Bill_Maher&1,Juliette_Binoche&1,[0.68888915]
Bill_Nelson&1,Kim_Jong-Il&3,[0.8359705]
Bill_Nelson&2,Gillian_Anderson&1,[0.7268159]
Bill_Stapleton&1,Sedigh_Barmak&1,[0.7301767]
Bill_Stapleton&1,Valerie_Harper&1,[0.5488061]
Billy_Bob_Thornton&1,Herb_Dhaliwal&1,[0.6032884]
Billy_Bob_Thornton&1,Nong_Duc_Manh&1,[0.81856346]
Bob_Alper&1,Kevin_Millwood&1,[0.7854652]
Bob_Graham&2,Dwayne_Wade&1,[0.80985343]
Bob_Petrino&1,Geraldine_Chaplin&4,[0.7949097]
Bob_Petrino&1,Jorge_Castaneda&1,[0.63452804]
Boris_Becker&4,Julianna_Margulies&2,[0.66520745]
Brad_Russ&1,Hana_Urushima&1,[0.6937853]
Brad_Russ&1,Romeo_Gigli&1,[0.85674596]
Brawley_King&1,Tom_Glavine&2,[0.8262658]
Brian_Griese&2,Jeffrey_Archer&2,[0.80908144]
Brian_Griese&2,Laura_Elena_Harring&1,[0.8068819]
Brian_Griese&2,Nicolas_Lapentti&2,[0.82860607]
Bryan_Adams&1,Michael_Kors&1,[0.76303226]
Bryan_Adams&1,Mohamed_Seineldin&1,[0.7227868]
Calbert_Cheaney&1,Ian_Smith&1,[0.80077994]
Calbert_Cheaney&1,Robert_Downey_Jr&1,[0.8829303]
Carl_Reiner&1,Hamid_Efendi&1,[0.7632492]
Carl_Reiner&2,John_Engler&1,[0.730382]
Carl_Reiner&2,Prince_Rainier_III&1,[0.6899946]
Carl_Reiner&2,Tom_Glavine&2,[0.7556746]
Carlo_Azeglio_Ciampi&1,Francis_Ford_Coppola&1,[0.6539745]
Carlos_Arroyo&1,Shane_Phillips&1,[0.76884115]
Carlos_Paternina&1,Emily_Stevens&1,[0.9136258]
Carlos_Paternina&1,Paul_Sarbanes&1,[0.7391195]
Casey_Mears&1,Mike_Davis&1,[0.6544019]
Casey_Mears&1,Yukiko_Okudo&1,[0.8664576]
Cathy_Freeman&2,William_Martin&2,[0.7444939]
Cecilia_Cheung&1,Daryl_Parks&1,[0.825427]
Cecilia_Cheung&1,Pascal_Affi_Nguessan&1,[0.4676034]
Chen_Tsai-chin&1,Dereck_Whittenburg&1,[0.78335387]
Chen_Tsai-chin&1,Mamdouh_Habib&1,[0.9567903]
Cho_Myung-kyun&1,David_Bell&1,[0.571512]
Cho_Myung-kyun&1,Fernando_Sanz&1,[0.73876965]
Cho_Myung-kyun&1,Georgia_Giddings&1,[0.8741767]
Cho_Myung-kyun&1,Richard_Fine&1,[0.8325837]
Choi_Yun-yong&1,Chuck_Eidson&1,[0.873483]
Chris_Dodd&1,Taylor_Twellman&1,[0.8218254]
Chris_Swecker&1,Tom_Vilsack&1,[0.52372473]
Christian_Lacroix&1,Laura_Elena_Harring&1,[0.7893809]
Christian_Lacroix&1,Ornella_Muti&1,[0.7984263]
Chuck_Eidson&1,Sigourney_Weaver&1,[0.7458793]
Clare_Short&4,Don_Carcieri&1,[0.6751016]
Coco_dEste&1,Darvis_Patton&1,[0.8440975]
Coco_dEste&1,Melina_Kanakaredes&1,[0.6825256]
Coco_dEste&1,Tom_Rouen&1,[0.86388737]
Coleen_Rowley&1,Nong_Duc_Manh&1,[0.90692246]
Corinne_Coman&2,Frank_Beamer&1,[0.7355733]
Dale_Earnhardt_Jr&1,Nick_Reilly&1,[0.74909365]
Dario_Franchitti&1,Henry_Castellanos&1,[0.88315225]
Darren_Campel&1,Hilary_McKay&1,[0.8545811]
Darvis_Patton&1,Gerard_Tronche&1,[0.8103057]
Darvis_Patton&1,William_Macy&4,[0.96002895]
Daryl_Parks&1,Guus_Hiddink&1,[0.8389795]
Daryl_Sabara&1,Nick_Reilly&1,[0.8789126]
Daryl_Sabara&1,Valentina_Tereshkova&1,[0.8654471]
Dave_Johnson&1,Howard_Stern&1,[0.8797223]
Dave_Tucker&1,Gary_Gitnick&1,[0.83572406]
David_Collenette&1,Salman_Khan&1,[0.7452316]
David_Westerfield&1,Stan_Kroenke&1,[0.8362979]
Dean_Jacek&1,Larry_Wilmore&1,[0.73160315]
Demi_Moore&2,Fred_Thompson&1,[0.74202144]
Demi_Moore&2,Linus_Roache&1,[0.6684513]
Dereck_Whittenburg&1,Lindsey_Graham&2,[0.7889199]
Dianne_Reeves&1,Larry_Wilmore&1,[0.7180512]
Dianne_Reeves&1,Romeo_Gigli&1,[0.87286425]
Don_Carcieri&1,Janica_Kostelic&1,[0.76398504]
Dora_Bakoyianni&1,Richard_Sambrook&2,[0.97798705]
Dora_Bakoyianni&1,Saeb_Erekat&2,[0.9042026]
Doris_Roberts&1,Nong_Duc_Manh&1,[1.0000557]
Doug_Wilson&1,Szu_Yu_Chen&1,[0.56749743]
Douglas_Gansler&1,Martin_Brooke&1,[0.6487114]
Douglas_Gansler&1,Ronald_Kadish&1,[0.6416702]
Dwayne_Wade&1,Mike_Farrar&1,[0.8738513]
Edward_Arsenault&1,Jim_Hardin&1,[0.72070754]
Einars_Repse&1,Minnie_Mendoza&1,[0.75842404]
